"","dow","hour","nbrhood","count"
"3064",1,1,"SanPAL",5
"3065",1,1,"SanPAR",15
"3066",1,1,"SanPCF",194
"3067",1,1,"SanPET",2
"3068",1,1,"SanPON",18
"3069",1,1,"SanPRK",13
"3070",1,1,"SanRAN",18
"3071",1,1,"SanRAO",2
"3072",1,1,"SanRED",9
"3073",1,1,"SanRID",2
"3074",1,1,"SanRNC",26
"3075",1,1,"SanROL",25
"3076",1,1,"SanROS",13
"3077",1,1,"SanSAB",2
"3078",1,1,"SanSCR",7
"3079",1,1,"SanSER",21
"3080",1,1,"SanSHE",4
"3081",1,1,"SanSHR",7
"3082",1,1,"SanSKL",9
"3083",1,1,"SanSNC",5
"3084",1,1,"SanSNS",26
"3085",1,1,"SanSOR",7
"3086",1,1,"SanSOU",25
"3087",1,1,"SanSSI",21
"3088",1,1,"SanSTH",4
"3089",1,1,"SanSTO",8
"3090",1,1,"SanSUN",4
"3091",1,1,"SanSWA",4
"3092",1,1,"SanTAL",15
"3093",1,1,"SanTER",13
"3094",1,1,"SanTIR",9
"3095",1,1,"SanTOM",11
"3096",1,1,"SanTOR",1
"3097",1,1,"SanTRL",18
"3098",1,1,"SanTRR",1
"3099",1,1,"SanTRV",3
"3100",1,1,"SanUIN",23
"3101",1,1,"SanVAL",19
"3102",1,1,"SanWOD",2
"3103",1,2,"NONE",1847
"3104",1,2,"SanADM",6
"3105",1,2,"SanALL",13
"3106",1,2,"SanALT",2
"3107",1,2,"SanAZL",5
"3108",1,2,"SanBAH",14
"3109",1,2,"SanBAL",6
"3110",1,2,"SanBAP",15
"3111",1,2,"SanBAR",19
"3112",1,2,"SanBAT",28
"3113",1,2,"SanBIR",4
"3114",1,2,"SanBLA",1
"3115",1,2,"SanBOR",2
"3116",1,2,"SanCAE",8
"3117",1,2,"SanCAL",25
"3118",1,2,"SanCAR",17
"3119",1,2,"SanCAS",5
"3120",1,2,"SanCHE",10
"3121",1,2,"SanCHL",7
"3122",1,2,"SanCHO",4
"3123",1,2,"SanCLL",6
"3124",1,2,"SanCLN",36
"3125",1,2,"SanCLR",6
"3126",1,2,"SanCOE",15
"3127",1,2,"SanCOR",50
"3128",1,2,"SanCRR",25
"3129",1,2,"SanCRT",8
"3130",1,2,"SanDLC",7
"3131",1,2,"SanDLM",3
"3132",1,2,"SanEAN",11
"3133",1,2,"SanEAS",62
"3134",1,2,"SanEGG",2
"3135",1,2,"SanELC",11
"3136",1,2,"SanEMR",1
"3137",1,2,"SanFAI",1
"3138",1,2,"SanFRM",6
"3139",1,2,"SanGAS",41
"3140",1,2,"SanGOL",18
"3141",1,2,"SanGRA",39
"3142",1,2,"SanGRN",13
"3143",1,2,"SanHAR",6
"3144",1,2,"SanHIL",59
"3145",1,2,"SanHOR",6
"3146",1,2,"SanIDW",28
"3147",1,2,"SanISL",1
"3148",1,2,"SanISS",6
"3149",1,2,"SanJAM",9
"3150",1,2,"SanKEN",14
"3151",1,2,"SanKER",24
"3152",1,2,"SanLAJ",24
"3153",1,2,"SanLAK",8
"3154",1,2,"SanLAP",2
"3155",1,2,"SanLIN",13
"3156",1,2,"SanLIT",5
"3157",1,2,"SanLNC",15
"3158",1,2,"SanLOG",31
"3159",1,2,"SanLOM",3
"3160",1,2,"SanMAR",23
"3161",1,2,"SanMDT",7
"3162",1,2,"SanMIA",11
"3163",1,2,"SanMIR",22
"3164",1,2,"SanMIS",14
"3165",1,2,"SanMON",18
"3166",1,2,"SanMOR",10
"3167",1,2,"SanMRM",6
"3168",1,2,"SanMSH",12
"3169",1,2,"SanMST",7
"3170",1,2,"SanMTO",10
"3171",1,2,"SanNES",20
"3172",1,2,"SanNOA",16
"3173",1,2,"SanNOR",6
"3174",1,2,"SanNRM",9
"3175",1,2,"SanNRT",78
"3176",1,2,"SanNUV",22
"3177",1,2,"SanOCN",39
"3178",1,2,"SanOEC",7
"3179",1,2,"SanOKP",13
"3180",1,2,"SanOOL",2
"3181",1,2,"SanOTM",6
"3182",1,2,"SanPAL",8
"3183",1,2,"SanPAR",11
"3184",1,2,"SanPCF",176
"3185",1,2,"SanPET",4
"3186",1,2,"SanPON",15
"3187",1,2,"SanPRK",7
"3188",1,2,"SanRAN",19
"3189",1,2,"SanRAO",1
"3190",1,2,"SanRED",8
"3191",1,2,"SanRID",3
"3192",1,2,"SanRNC",21
"3193",1,2,"SanROL",22
"3194",1,2,"SanROS",17
"3195",1,2,"SanSAB",5
"3196",1,2,"SanSAN",2
"3197",1,2,"SanSCR",8
"3198",1,2,"SanSER",23
"3199",1,2,"SanSHE",5
"3200",1,2,"SanSHR",14
"3201",1,2,"SanSKL",4
"3202",1,2,"SanSNC",1
"3203",1,2,"SanSNS",27
"3204",1,2,"SanSOR",10
"3205",1,2,"SanSOU",45
"3206",1,2,"SanSSI",16
"3207",1,2,"SanSTH",8
"3208",1,2,"SanSTO",12
"3209",1,2,"SanSUN",7
"3210",1,2,"SanSWA",4
"3211",1,2,"SanTAL",21
"3212",1,2,"SanTER",12
"3213",1,2,"SanTIJ",2
"3214",1,2,"SanTIR",13
"3215",1,2,"SanTOM",26
"3216",1,2,"SanTOR",1
"3217",1,2,"SanTRL",15
"3218",1,2,"SanTRR",3
"3219",1,2,"SanTRV",1
"3220",1,2,"SanUIN",24
"3221",1,2,"SanVAL",15
"3222",1,2,"SanWOD",1
"3223",1,3,"NONE",1153
"3224",1,3,"SanADM",3
"3225",1,3,"SanALL",3
"3226",1,3,"SanAZL",4
"3227",1,3,"SanBAH",6
"3228",1,3,"SanBAL",1
"3229",1,3,"SanBAP",17
"3230",1,3,"SanBAR",15
"3231",1,3,"SanBAT",8
"3232",1,3,"SanBIR",7
"3233",1,3,"SanBLA",2
"3234",1,3,"SanBOR",1
"3235",1,3,"SanBRO",1
"3236",1,3,"SanBUR",2
"3237",1,3,"SanCAE",5
"3238",1,3,"SanCAL",15
"3239",1,3,"SanCAR",10
"3240",1,3,"SanCAS",7
"3241",1,3,"SanCHE",10
"3242",1,3,"SanCHL",4
"3243",1,3,"SanCHO",8
"3244",1,3,"SanCLL",5
"3245",1,3,"SanCLN",21
"3246",1,3,"SanCLR",5
"3247",1,3,"SanCOE",11
"3248",1,3,"SanCOR",22
"3249",1,3,"SanCRR",17
"3250",1,3,"SanCRT",2
"3251",1,3,"SanDLC",9
"3252",1,3,"SanDLM",4
"3253",1,3,"SanEAN",8
"3254",1,3,"SanEAS",52
"3255",1,3,"SanEGG",4
"3256",1,3,"SanELC",11
"3257",1,3,"SanEMR",5
"3258",1,3,"SanFAI",4
"3259",1,3,"SanFOX",1
"3260",1,3,"SanFRM",5
"3261",1,3,"SanGAS",19
"3262",1,3,"SanGOL",12
"3263",1,3,"SanGRA",21
"3264",1,3,"SanGRN",12
"3265",1,3,"SanHAR",2
"3266",1,3,"SanHIL",37
"3267",1,3,"SanHOR",1
"3268",1,3,"SanIDW",16
"3269",1,3,"SanISS",8
"3270",1,3,"SanJAM",6
"3271",1,3,"SanKEN",4
"3272",1,3,"SanKER",20
"3273",1,3,"SanLAJ",21
"3274",1,3,"SanLAK",6
"3275",1,3,"SanLIN",7
"3276",1,3,"SanLIT",7
"3277",1,3,"SanLNC",10
"3278",1,3,"SanLOG",25
"3279",1,3,"SanLOM",3
"3280",1,3,"SanMAR",9
"3281",1,3,"SanMDT",2
"3282",1,3,"SanMIA",7
"3283",1,3,"SanMIR",23
"3284",1,3,"SanMIS",4
"3285",1,3,"SanMON",21
"3286",1,3,"SanMOR",3
"3287",1,3,"SanMRM",2
"3288",1,3,"SanMSH",11
"3289",1,3,"SanMST",9
"3290",1,3,"SanMTO",2
"3291",1,3,"SanNES",7
"3292",1,3,"SanNOA",11
"3293",1,3,"SanNOR",3
"3294",1,3,"SanNRM",9
"3295",1,3,"SanNRT",45
"3296",1,3,"SanNUV",21
"3297",1,3,"SanOCN",29
"3298",1,3,"SanOEC",6
"3299",1,3,"SanOKP",4
"3300",1,3,"SanOOL",2
"3301",1,3,"SanOTM",5
"3302",1,3,"SanPAL",6
"3303",1,3,"SanPAR",11
"3304",1,3,"SanPCF",113
"3305",1,3,"SanPET",3
"3306",1,3,"SanPON",19
"3307",1,3,"SanPRK",7
"3308",1,3,"SanRAN",13
"3309",1,3,"SanRED",10
"3310",1,3,"SanRID",1
"3311",1,3,"SanRNC",14
"3312",1,3,"SanROL",9
"3313",1,3,"SanROS",9
"3314",1,3,"SanSAB",1
"3315",1,3,"SanSCR",5
"3316",1,3,"SanSER",14
"3317",1,3,"SanSHE",6
"3318",1,3,"SanSHR",5
"3319",1,3,"SanSKL",3
"3320",1,3,"SanSNC",5
"3321",1,3,"SanSNS",16
"3322",1,3,"SanSOR",8
"3323",1,3,"SanSOU",15
"3324",1,3,"SanSSI",12
"3325",1,3,"SanSTH",3
"3326",1,3,"SanSTO",8
"3327",1,3,"SanSUN",3
"3328",1,3,"SanSWA",4
"3329",1,3,"SanTAL",12
"3330",1,3,"SanTER",10
"3331",1,3,"SanTIR",7
"3332",1,3,"SanTOM",12
"3333",1,3,"SanTOR",3
"3334",1,3,"SanTRL",12
"3335",1,3,"SanTRR",2
"3336",1,3,"SanUIN",13
"3337",1,3,"SanVAL",16
"3338",1,4,"NONE",837
"3339",1,4,"SanADM",7
"3340",1,4,"SanBAH",4
"3341",1,4,"SanBAL",1
"3342",1,4,"SanBAP",8
"3343",1,4,"SanBAR",12
"3344",1,4,"SanBAT",8
"3345",1,4,"SanBIR",2
"3346",1,4,"SanBOR",6
"3347",1,4,"SanCAE",1
"3348",1,4,"SanCAL",8
"3349",1,4,"SanCAR",8
"3350",1,4,"SanCAS",6
"3351",1,4,"SanCHE",11
"3352",1,4,"SanCHL",3
"3353",1,4,"SanCHO",6
"3354",1,4,"SanCLL",4
"3355",1,4,"SanCLN",16
"3356",1,4,"SanCLR",1
"3357",1,4,"SanCOE",3
"3358",1,4,"SanCOR",15
"3359",1,4,"SanCRR",9
"3360",1,4,"SanCRT",1
"3361",1,4,"SanDLC",3
"3362",1,4,"SanDLM",1
"3363",1,4,"SanEAS",26
"3364",1,4,"SanEGG",4
"3365",1,4,"SanELC",9
"3366",1,4,"SanEMR",4
"3367",1,4,"SanFAI",2
"3368",1,4,"SanFOX",1
"3369",1,4,"SanFRM",5
"3370",1,4,"SanGAS",3
"3371",1,4,"SanGOL",11
"3372",1,4,"SanGRA",11
"3373",1,4,"SanGRN",3
"3374",1,4,"SanHAR",5
"3375",1,4,"SanHIL",20
"3376",1,4,"SanHOR",4
"3377",1,4,"SanIDW",15
"3378",1,4,"SanISS",10
"3379",1,4,"SanJAM",1
"3380",1,4,"SanKEN",6
"3381",1,4,"SanKER",19
"3382",1,4,"SanLAJ",14
"3383",1,4,"SanLAK",5
"3384",1,4,"SanLIN",8
"3385",1,4,"SanLIT",6
"3386",1,4,"SanLNC",4
"3387",1,4,"SanLOG",9
"3388",1,4,"SanLOM",1
"3389",1,4,"SanMAR",3
"3390",1,4,"SanMDT",2
"3391",1,4,"SanMIA",5
"3392",1,4,"SanMIR",16
"3393",1,4,"SanMIS",7
"3394",1,4,"SanMON",13
"3395",1,4,"SanMOR",3
"3396",1,4,"SanMRM",2
"3397",1,4,"SanMSH",5
"3398",1,4,"SanMST",5
"3399",1,4,"SanMTO",3
"3400",1,4,"SanNES",6
"3401",1,4,"SanNOA",10
"3402",1,4,"SanNOR",2
"3403",1,4,"SanNRM",8
"3404",1,4,"SanNRT",57
"3405",1,4,"SanNUV",11
"3406",1,4,"SanOCN",16
"3407",1,4,"SanOEC",1
"3408",1,4,"SanOKP",11
"3409",1,4,"SanOOL",2
"3410",1,4,"SanOTM",7
"3411",1,4,"SanPAL",3
"3412",1,4,"SanPAR",8
"3413",1,4,"SanPCF",56
"3414",1,4,"SanPET",1
"3415",1,4,"SanPON",8
"3416",1,4,"SanPRK",9
"3417",1,4,"SanRAN",20
"3418",1,4,"SanRAO",1
"3419",1,4,"SanRED",4
"3420",1,4,"SanRID",3
"3421",1,4,"SanRNC",4
"3422",1,4,"SanROL",5
"3423",1,4,"SanROS",1
"3424",1,4,"SanSCR",5
"3425",1,4,"SanSER",11
"3426",1,4,"SanSHR",5
"3427",1,4,"SanSKL",4
"3428",1,4,"SanSNC",5
"3429",1,4,"SanSNS",13
"3430",1,4,"SanSOR",3
"3431",1,4,"SanSOU",7
"3432",1,4,"SanSSI",7
"3433",1,4,"SanSTH",2
"3434",1,4,"SanSTO",3
"3435",1,4,"SanSUN",1
"3436",1,4,"SanSWA",3
"3437",1,4,"SanTAL",11
"3438",1,4,"SanTER",3
"3439",1,4,"SanTIJ",2
"3440",1,4,"SanTIR",10
"3441",1,4,"SanTOM",13
"3442",1,4,"SanTOR",1
"3443",1,4,"SanTRL",4
"3444",1,4,"SanTRV",1
"3445",1,4,"SanUIN",10
"3446",1,4,"SanVAL",14
"3447",1,4,"SanWOD",1
"3448",1,5,"NONE",814
"3449",1,5,"SanADM",2
"3450",1,5,"SanALL",2
"3451",1,5,"SanAZL",4
"3452",1,5,"SanBAH",3
"3453",1,5,"SanBAL",1
"3454",1,5,"SanBAP",9
"3455",1,5,"SanBAR",40
"3456",1,5,"SanBAT",14
"3457",1,5,"SanBIR",1
"3458",1,5,"SanBLA",1
"3459",1,5,"SanBOR",1
"3460",1,5,"SanCAE",2
"3461",1,5,"SanCAL",16
"3462",1,5,"SanCAR",4
"3463",1,5,"SanCAS",8
"3464",1,5,"SanCHE",4
"3465",1,5,"SanCHL",3
"3466",1,5,"SanCHO",3
"3467",1,5,"SanCLL",3
"3468",1,5,"SanCLN",9
"3469",1,5,"SanCLR",4
"3470",1,5,"SanCOE",1
"3471",1,5,"SanCOR",16
"3472",1,5,"SanCRR",6
"3473",1,5,"SanCRT",3
"3474",1,5,"SanDLC",4
"3475",1,5,"SanEAN",10
"3476",1,5,"SanEAS",18
"3477",1,5,"SanEGG",5
"3478",1,5,"SanELC",2
"3479",1,5,"SanEMR",3
"3480",1,5,"SanFAI",2
"3481",1,5,"SanFRM",8
"3482",1,5,"SanGOL",4
"3483",1,5,"SanGRA",15
"3484",1,5,"SanGRN",3
"3485",1,5,"SanHAR",1
"3486",1,5,"SanHIL",8
"3487",1,5,"SanHOR",2
"3488",1,5,"SanIDW",24
"3489",1,5,"SanISS",6
"3490",1,5,"SanJAM",3
"3491",1,5,"SanKEN",6
"3492",1,5,"SanKER",12
"3493",1,5,"SanLAJ",17
"3494",1,5,"SanLAK",2
"3495",1,5,"SanLAP",3
"3496",1,5,"SanLIN",9
"3497",1,5,"SanLIT",7
"3498",1,5,"SanLNC",3
"3499",1,5,"SanLOG",14
"3500",1,5,"SanMAR",9
"3501",1,5,"SanMDT",3
"3502",1,5,"SanMIA",2
"3503",1,5,"SanMIR",18
"3504",1,5,"SanMIS",8
"3505",1,5,"SanMON",6
"3506",1,5,"SanMOR",5
"3507",1,5,"SanMRM",1
"3508",1,5,"SanMSH",5
"3509",1,5,"SanMST",6
"3510",1,5,"SanMTO",4
"3511",1,5,"SanNES",6
"3512",1,5,"SanNOA",4
"3513",1,5,"SanNOR",2
"3514",1,5,"SanNRM",4
"3515",1,5,"SanNRT",29
"3516",1,5,"SanNUV",12
"3517",1,5,"SanOCN",14
"3518",1,5,"SanOEC",4
"3519",1,5,"SanOKP",4
"3520",1,5,"SanOTM",5
"3521",1,5,"SanPAL",4
"3522",1,5,"SanPAR",8
"3523",1,5,"SanPCF",34
"3524",1,5,"SanPET",1
"3525",1,5,"SanPON",14
"3526",1,5,"SanPRK",5
"3527",1,5,"SanRAN",11
"3528",1,5,"SanRED",7
"3529",1,5,"SanRID",2
"3530",1,5,"SanRNC",7
"3531",1,5,"SanROL",7
"3532",1,5,"SanROS",5
"3533",1,5,"SanSAB",3
"3534",1,5,"SanSCR",6
"3535",1,5,"SanSER",7
"3536",1,5,"SanSHE",4
"3537",1,5,"SanSKL",3
"3538",1,5,"SanSNC",4
"3539",1,5,"SanSNS",14
"3540",1,5,"SanSOR",7
"3541",1,5,"SanSSI",15
"3542",1,5,"SanSTH",4
"3543",1,5,"SanSTO",2
"3544",1,5,"SanSUN",1
"3545",1,5,"SanSWA",3
"3546",1,5,"SanTAL",8
"3547",1,5,"SanTER",7
"3548",1,5,"SanTIR",7
"3549",1,5,"SanTOM",15
"3550",1,5,"SanTRL",5
"3551",1,5,"SanTRR",1
"3552",1,5,"SanTRV",1
"3553",1,5,"SanUIN",9
"3554",1,5,"SanVAL",3
"3555",1,5,"SanWOD",1
"3556",1,6,"NONE",1169
"3557",1,6,"SanADM",8
"3558",1,6,"SanALL",6
"3559",1,6,"SanALT",2
"3560",1,6,"SanAZL",4
"3561",1,6,"SanBAH",6
"3562",1,6,"SanBAL",9
"3563",1,6,"SanBAP",11
"3564",1,6,"SanBAR",41
"3565",1,6,"SanBAT",15
"3566",1,6,"SanBIR",7
"3567",1,6,"SanBOR",2
"3568",1,6,"SanCAE",2
"3569",1,6,"SanCAL",15
"3570",1,6,"SanCAR",11
"3571",1,6,"SanCAS",3
"3572",1,6,"SanCHE",5
"3573",1,6,"SanCHL",3
"3574",1,6,"SanCHO",2
"3575",1,6,"SanCLL",9
"3576",1,6,"SanCLN",13
"3577",1,6,"SanCLR",8
"3578",1,6,"SanCOE",5
"3579",1,6,"SanCOR",10
"3580",1,6,"SanCRR",9
"3581",1,6,"SanCRT",4
"3582",1,6,"SanDLC",9
"3583",1,6,"SanDLM",4
"3584",1,6,"SanEAN",11
"3585",1,6,"SanEAS",39
"3586",1,6,"SanEGG",4
"3587",1,6,"SanELC",3
"3588",1,6,"SanEMR",4
"3589",1,6,"SanFAI",4
"3590",1,6,"SanFRM",7
"3591",1,6,"SanGAS",6
"3592",1,6,"SanGOL",5
"3593",1,6,"SanGRA",13
"3594",1,6,"SanGRN",3
"3595",1,6,"SanHAR",3
"3596",1,6,"SanHIL",28
"3597",1,6,"SanHOR",2
"3598",1,6,"SanIDW",24
"3599",1,6,"SanISS",5
"3600",1,6,"SanJAM",6
"3601",1,6,"SanKEN",4
"3602",1,6,"SanKER",21
"3603",1,6,"SanLAJ",34
"3604",1,6,"SanLAK",5
"3605",1,6,"SanLAP",5
"3606",1,6,"SanLIN",12
"3607",1,6,"SanLIT",2
"3608",1,6,"SanLNC",12
"3609",1,6,"SanLOG",12
"3610",1,6,"SanLOM",4
"3611",1,6,"SanMAR",6
"3612",1,6,"SanMDT",3
"3613",1,6,"SanMIA",5
"3614",1,6,"SanMIR",26
"3615",1,6,"SanMIS",2
"3616",1,6,"SanMON",16
"3617",1,6,"SanMOR",6
"3618",1,6,"SanMRM",1
"3619",1,6,"SanMSH",4
"3620",1,6,"SanMST",5
"3621",1,6,"SanMTO",5
"3622",1,6,"SanNES",2
"3623",1,6,"SanNOA",10
"3624",1,6,"SanNOR",4
"3625",1,6,"SanNRM",8
"3626",1,6,"SanNRT",30
"3627",1,6,"SanNUV",19
"3628",1,6,"SanOCN",14
"3629",1,6,"SanOEC",10
"3630",1,6,"SanOKP",17
"3631",1,6,"SanOOL",7
"3632",1,6,"SanOTM",11
"3633",1,6,"SanPAL",1
"3634",1,6,"SanPAR",10
"3635",1,6,"SanPCF",44
"3636",1,6,"SanPON",16
"3637",1,6,"SanPRK",7
"3638",1,6,"SanRAN",19
"3639",1,6,"SanRED",7
"3640",1,6,"SanRID",4
"3641",1,6,"SanRNC",10
"3642",1,6,"SanROL",10
"3643",1,6,"SanROS",6
"3644",1,6,"SanSAB",1
"3645",1,6,"SanSCR",4
"3646",1,6,"SanSER",8
"3647",1,6,"SanSHE",1
"3648",1,6,"SanSHR",6
"3649",1,6,"SanSKL",8
"3650",1,6,"SanSNC",6
"3651",1,6,"SanSNS",22
"3652",1,6,"SanSOR",8
"3653",1,6,"SanSOU",3
"3654",1,6,"SanSSI",16
"3655",1,6,"SanSTH",3
"3656",1,6,"SanSTO",5
"3657",1,6,"SanSUN",5
"3658",1,6,"SanSWA",3
"3659",1,6,"SanTAL",9
"3660",1,6,"SanTER",4
"3661",1,6,"SanTIR",10
"3662",1,6,"SanTOM",9
"3663",1,6,"SanTOR",4
"3664",1,6,"SanTRL",7
"3665",1,6,"SanTRR",1
"3666",1,6,"SanTRV",2
"3667",1,6,"SanUIN",15
"3668",1,6,"SanVAL",7
"3669",1,7,"NONE",1887
"3670",1,7,"SanADM",2
"3671",1,7,"SanALL",14
"3672",1,7,"SanAZL",4
"3673",1,7,"SanBAH",8
"3674",1,7,"SanBAL",11
"3675",1,7,"SanBAP",18
"3676",1,7,"SanBAR",34
"3677",1,7,"SanBAT",41
"3678",1,7,"SanBIR",8
"3679",1,7,"SanBLA",6
"3680",1,7,"SanBOR",4
"3681",1,7,"SanBUR",1
"3682",1,7,"SanCAE",6
"3683",1,7,"SanCAL",49
"3684",1,7,"SanCAR",32
"3685",1,7,"SanCAS",19
"3686",1,7,"SanCHE",8
"3687",1,7,"SanCHL",5
"3688",1,7,"SanCHO",9
"3689",1,7,"SanCLL",3
"3690",1,7,"SanCLN",22
"3691",1,7,"SanCLR",5
"3692",1,7,"SanCOE",8
"3693",1,7,"SanCOR",29
"3694",1,7,"SanCRR",15
"3695",1,7,"SanCRT",11
"3696",1,7,"SanDLC",5
"3697",1,7,"SanDLM",7
"3698",1,7,"SanEAN",22
"3699",1,7,"SanEAS",99
"3700",1,7,"SanEGG",9
"3701",1,7,"SanELC",15
"3702",1,7,"SanEMR",7
"3703",1,7,"SanFAI",4
"3704",1,7,"SanFOX",1
"3705",1,7,"SanFRM",15
"3706",1,7,"SanGAS",6
"3707",1,7,"SanGOL",13
"3708",1,7,"SanGRA",15
"3709",1,7,"SanGRN",5
"3710",1,7,"SanHAR",1
"3711",1,7,"SanHIL",41
"3712",1,7,"SanHOR",3
"3713",1,7,"SanIDW",40
"3714",1,7,"SanISS",5
"3715",1,7,"SanJAM",15
"3716",1,7,"SanKEN",14
"3717",1,7,"SanKER",32
"3718",1,7,"SanLAJ",43
"3719",1,7,"SanLAK",11
"3720",1,7,"SanLAP",6
"3721",1,7,"SanLIN",25
"3722",1,7,"SanLIT",5
"3723",1,7,"SanLNC",8
"3724",1,7,"SanLOG",20
"3725",1,7,"SanLOM",10
"3726",1,7,"SanMAR",7
"3727",1,7,"SanMDT",15
"3728",1,7,"SanMIA",8
"3729",1,7,"SanMIR",45
"3730",1,7,"SanMIS",8
"3731",1,7,"SanMON",18
"3732",1,7,"SanMOR",10
"3733",1,7,"SanMRM",3
"3734",1,7,"SanMSH",9
"3735",1,7,"SanMST",13
"3736",1,7,"SanMTO",9
"3737",1,7,"SanNES",16
"3738",1,7,"SanNOA",20
"3739",1,7,"SanNOR",1
"3740",1,7,"SanNRM",12
"3741",1,7,"SanNRT",74
"3742",1,7,"SanNUV",40
"3743",1,7,"SanOCN",25
"3744",1,7,"SanOEC",11
"3745",1,7,"SanOKP",16
"3746",1,7,"SanOOL",13
"3747",1,7,"SanOTM",13
"3748",1,7,"SanPAL",4
"3749",1,7,"SanPAR",22
"3750",1,7,"SanPCF",68
"3751",1,7,"SanPET",1
"3752",1,7,"SanPON",24
"3753",1,7,"SanPRK",13
"3754",1,7,"SanRAN",18
"3755",1,7,"SanRAO",2
"3756",1,7,"SanRED",3
"3757",1,7,"SanRID",3
"3758",1,7,"SanRNC",22
"3759",1,7,"SanROL",18
"3760",1,7,"SanROS",6
"3761",1,7,"SanSAB",5
"3762",1,7,"SanSCR",9
"3763",1,7,"SanSER",31
"3764",1,7,"SanSHE",4
"3765",1,7,"SanSHR",9
"3766",1,7,"SanSKL",16
"3767",1,7,"SanSNC",9
"3768",1,7,"SanSNS",35
"3769",1,7,"SanSOR",14
"3770",1,7,"SanSOU",6
"3771",1,7,"SanSSI",28
"3772",1,7,"SanSTH",3
"3773",1,7,"SanSTO",6
"3774",1,7,"SanSUN",4
"3775",1,7,"SanSWA",5
"3776",1,7,"SanTAL",16
"3777",1,7,"SanTER",11
"3778",1,7,"SanTIR",38
"3779",1,7,"SanTOM",26
"3780",1,7,"SanTOR",6
"3781",1,7,"SanTRL",8
"3782",1,7,"SanTRR",3
"3783",1,7,"SanUIN",26
"3784",1,7,"SanVAL",9
"3785",1,8,"NONE",2878
"3786",1,8,"SanADM",7
"3787",1,8,"SanALL",14
"3788",1,8,"SanALT",2
"3789",1,8,"SanAZL",5
"3790",1,8,"SanBAH",19
"3791",1,8,"SanBAL",13
"3792",1,8,"SanBAP",15
"3793",1,8,"SanBAR",35
"3794",1,8,"SanBAT",36
"3795",1,8,"SanBIR",14
"3796",1,8,"SanBLA",5
"3797",1,8,"SanBOR",6
"3798",1,8,"SanBRO",1
"3799",1,8,"SanBUR",2
"3800",1,8,"SanCAE",9
"3801",1,8,"SanCAL",48
"3802",1,8,"SanCAR",48
"3803",1,8,"SanCAS",14
"3804",1,8,"SanCHE",15
"3805",1,8,"SanCHL",9
"3806",1,8,"SanCHO",10
"3807",1,8,"SanCLL",14
"3808",1,8,"SanCLN",30
"3809",1,8,"SanCLR",19
"3810",1,8,"SanCOE",11
"3811",1,8,"SanCOR",37
"3812",1,8,"SanCRR",21
"3813",1,8,"SanCRT",24
"3814",1,8,"SanDLC",15
"3815",1,8,"SanDLM",9
"3816",1,8,"SanEAN",29
"3817",1,8,"SanEAS",113
"3818",1,8,"SanEGG",13
"3819",1,8,"SanELC",17
"3820",1,8,"SanEMR",5
"3821",1,8,"SanFAI",3
"3822",1,8,"SanFOX",4
"3823",1,8,"SanFRM",16
"3824",1,8,"SanGAS",9
"3825",1,8,"SanGOL",28
"3826",1,8,"SanGRA",32
"3827",1,8,"SanGRN",8
"3828",1,8,"SanHAR",5
"3829",1,8,"SanHIL",42
"3830",1,8,"SanHOR",6
"3831",1,8,"SanIDW",46
"3832",1,8,"SanISS",22
"3833",1,8,"SanJAM",13
"3834",1,8,"SanKEN",11
"3835",1,8,"SanKER",42
"3836",1,8,"SanLAJ",56
"3837",1,8,"SanLAK",17
"3838",1,8,"SanLAP",4
"3839",1,8,"SanLIN",36
"3840",1,8,"SanLIT",17
"3841",1,8,"SanLNC",18
"3842",1,8,"SanLOG",40
"3843",1,8,"SanLOM",18
"3844",1,8,"SanMAR",19
"3845",1,8,"SanMDT",5
"3846",1,8,"SanMIA",13
"3847",1,8,"SanMIR",70
"3848",1,8,"SanMIS",14
"3849",1,8,"SanMON",38
"3850",1,8,"SanMOR",13
"3851",1,8,"SanMRM",9
"3852",1,8,"SanMSH",18
"3853",1,8,"SanMST",18
"3854",1,8,"SanMTO",13
"3855",1,8,"SanNES",21
"3856",1,8,"SanNOA",10
"3857",1,8,"SanNOR",2
"3858",1,8,"SanNRM",24
"3859",1,8,"SanNRT",82
"3860",1,8,"SanNUV",69
"3861",1,8,"SanOCN",56
"3862",1,8,"SanOEC",15
"3863",1,8,"SanOKP",29
"3864",1,8,"SanOOL",6
"3865",1,8,"SanOTM",18
"3866",1,8,"SanPAL",5
"3867",1,8,"SanPAR",21
"3868",1,8,"SanPCF",88
"3869",1,8,"SanPET",5
"3870",1,8,"SanPON",45
"3871",1,8,"SanPRK",21
"3872",1,8,"SanRAN",40
"3873",1,8,"SanRAO",1
"3874",1,8,"SanRED",19
"3875",1,8,"SanRID",12
"3876",1,8,"SanRNC",41
"3877",1,8,"SanROL",22
"3878",1,8,"SanROS",9
"3879",1,8,"SanSAB",11
"3880",1,8,"SanSCR",22
"3881",1,8,"SanSER",33
"3882",1,8,"SanSHE",5
"3883",1,8,"SanSHR",10
"3884",1,8,"SanSKL",14
"3885",1,8,"SanSNC",19
"3886",1,8,"SanSNS",49
"3887",1,8,"SanSOR",17
"3888",1,8,"SanSOU",10
"3889",1,8,"SanSSI",40
"3890",1,8,"SanSTH",15
"3891",1,8,"SanSTO",9
"3892",1,8,"SanSUN",4
