"","date","count"
"1152","2010-02-25",468
"1153","2010-02-26",525
"1154","2010-02-27",538
"1155","2010-02-28",404
"1156","2010-03-01",516
"1157","2010-03-02",451
"1158","2010-03-03",482
"1159","2010-03-04",514
"1160","2010-03-05",524
"1161","2010-03-06",449
"1162","2010-03-07",391
"1163","2010-03-08",428
"1164","2010-03-09",440
"1165","2010-03-10",452
"1166","2010-03-11",432
"1167","2010-03-12",556
"1168","2010-03-13",478
"1169","2010-03-14",419
"1170","2010-03-15",401
"1171","2010-03-16",468
"1172","2010-03-17",479
"1173","2010-03-18",536
"1174","2010-03-19",503
"1175","2010-03-20",605
"1176","2010-03-21",460
"1177","2010-03-22",499
"1178","2010-03-23",443
"1179","2010-03-24",484
"1180","2010-03-25",448
"1181","2010-03-26",533
"1182","2010-03-27",492
"1183","2010-03-28",440
"1184","2010-03-29",383
"1185","2010-03-30",396
"1186","2010-03-31",433
"1187","2010-04-01",493
"1188","2010-04-02",486
"1189","2010-04-03",501
"1190","2010-04-04",408
"1191","2010-04-05",403
"1192","2010-04-06",405
"1193","2010-04-07",426
"1194","2010-04-08",457
"1195","2010-04-09",515
"1196","2010-04-10",534
"1197","2010-04-11",433
"1198","2010-04-12",374
"1199","2010-04-13",417
"1200","2010-04-14",430
"1201","2010-04-15",479
"1202","2010-04-16",541
"1203","2010-04-17",540
"1204","2010-04-18",438
"1205","2010-04-19",387
"1206","2010-04-20",390
"1207","2010-04-21",384
"1208","2010-04-22",396
"1209","2010-04-23",587
"1210","2010-04-24",531
"1211","2010-04-25",449
"1212","2010-04-26",399
"1213","2010-04-27",408
"1214","2010-04-28",414
"1215","2010-04-29",427
"1216","2010-04-30",523
"1217","2010-05-01",566
"1218","2010-05-02",430
"1219","2010-05-03",461
"1220","2010-05-04",455
"1221","2010-05-05",460
"1222","2010-05-06",481
"1223","2010-05-07",483
"1224","2010-05-08",468
"1225","2010-05-09",397
"1226","2010-05-10",404
"1227","2010-05-11",441
"1228","2010-05-12",414
"1229","2010-05-13",422
"1230","2010-05-14",567
"1231","2010-05-15",491
"1232","2010-05-16",445
"1233","2010-05-17",419
"1234","2010-05-18",453
"1235","2010-05-19",420
"1236","2010-05-20",495
"1237","2010-05-21",496
"1238","2010-05-22",504
"1239","2010-05-23",412
"1240","2010-05-24",394
"1241","2010-05-25",410
"1242","2010-05-26",382
"1243","2010-05-27",391
"1244","2010-05-28",545
"1245","2010-05-29",545
"1246","2010-05-30",535
"1247","2010-05-31",435
"1248","2010-06-01",535
"1249","2010-06-02",433
"1250","2010-06-03",449
"1251","2010-06-04",543
"1252","2010-06-05",524
"1253","2010-06-06",435
"1254","2010-06-07",431
"1255","2010-06-08",458
"1256","2010-06-09",442
"1257","2010-06-10",451
"1258","2010-06-11",555
"1259","2010-06-12",541
"1260","2010-06-13",478
"1261","2010-06-14",418
"1262","2010-06-15",471
"1263","2010-06-16",410
"1264","2010-06-17",449
"1265","2010-06-18",542
"1266","2010-06-19",564
"1267","2010-06-20",442
"1268","2010-06-21",510
"1269","2010-06-22",422
"1270","2010-06-23",428
"1271","2010-06-24",471
"1272","2010-06-25",486
"1273","2010-06-26",542
"1274","2010-06-27",458
"1275","2010-06-28",424
"1276","2010-06-29",422
"1277","2010-06-30",457
"1278","2010-07-01",587
"1279","2010-07-02",586
"1280","2010-07-03",590
"1281","2010-07-04",603
"1282","2010-07-05",448
"1283","2010-07-06",426
"1284","2010-07-07",447
"1285","2010-07-08",432
"1286","2010-07-09",453
"1287","2010-07-10",491
"1288","2010-07-11",458
"1289","2010-07-12",439
"1290","2010-07-13",374
"1291","2010-07-14",410
"1292","2010-07-15",438
"1293","2010-07-16",491
"1294","2010-07-17",494
"1295","2010-07-18",482
"1296","2010-07-19",413
"1297","2010-07-20",411
"1298","2010-07-21",475
"1299","2010-07-22",385
"1300","2010-07-23",469
"1301","2010-07-24",484
"1302","2010-07-25",414
"1303","2010-07-26",383
"1304","2010-07-27",399
"1305","2010-07-28",402
"1306","2010-07-29",408
"1307","2010-07-30",496
"1308","2010-07-31",499
"1309","2010-08-01",539
"1310","2010-08-02",373
"1311","2010-08-03",410
"1312","2010-08-04",384
"1313","2010-08-05",415
"1314","2010-08-06",493
"1315","2010-08-07",520
"1316","2010-08-08",447
"1317","2010-08-09",397
"1318","2010-08-10",357
"1319","2010-08-11",403
"1320","2010-08-12",403
"1321","2010-08-13",468
"1322","2010-08-14",488
"1323","2010-08-15",418
"1324","2010-08-16",401
"1325","2010-08-17",416
"1326","2010-08-18",418
"1327","2010-08-19",366
"1328","2010-08-20",477
"1329","2010-08-21",451
"1330","2010-08-22",442
"1331","2010-08-23",451
"1332","2010-08-24",381
"1333","2010-08-25",364
"1334","2010-08-26",416
"1335","2010-08-27",461
"1336","2010-08-28",519
"1337","2010-08-29",380
"1338","2010-08-30",363
"1339","2010-08-31",382
"1340","2010-09-01",487
"1341","2010-09-02",438
"1342","2010-09-03",491
"1343","2010-09-04",523
"1344","2010-09-05",483
"1345","2010-09-06",416
"1346","2010-09-07",428
"1347","2010-09-08",427
"1348","2010-09-09",358
"1349","2010-09-10",499
"1350","2010-09-11",493
"1351","2010-09-12",442
"1352","2010-09-13",373
"1353","2010-09-14",418
"1354","2010-09-15",364
"1355","2010-09-16",413
"1356","2010-09-17",483
"1357","2010-09-18",461
"1358","2010-09-19",435
"1359","2010-09-20",397
"1360","2010-09-21",400
"1361","2010-09-22",409
"1362","2010-09-23",447
"1363","2010-09-24",555
"1364","2010-09-25",530
"1365","2010-09-26",392
"1366","2010-09-27",349
"1367","2010-09-28",418
"1368","2010-09-29",383
"1369","2010-09-30",412
"1370","2010-10-01",609
"1371","2010-10-02",462
"1372","2010-10-03",426
"1373","2010-10-04",362
"1374","2010-10-05",382
"1375","2010-10-06",374
"1376","2010-10-07",441
"1377","2010-10-08",464
"1378","2010-10-09",407
"1379","2010-10-10",404
"1380","2010-10-11",376
"1381","2010-10-12",398
"1382","2010-10-13",439
"1383","2010-10-14",427
"1384","2010-10-15",491
"1385","2010-10-16",412
"1386","2010-10-17",392
"1387","2010-10-18",377
"1388","2010-10-19",309
"1389","2010-10-20",403
"1390","2010-10-21",404
"1391","2010-10-22",527
"1392","2010-10-23",450
"1393","2010-10-24",419
"1394","2010-10-25",395
"1395","2010-10-26",390
"1396","2010-10-27",411
"1397","2010-10-28",417
"1398","2010-10-29",447
"1399","2010-10-30",429
"1400","2010-10-31",416
"1401","2010-11-01",479
"1402","2010-11-02",365
"1403","2010-11-03",381
"1404","2010-11-04",343
"1405","2010-11-05",452
"1406","2010-11-06",451
"1407","2010-11-07",406
"1408","2010-11-08",343
"1409","2010-11-09",398
"1410","2010-11-10",410
"1411","2010-11-11",368
"1412","2010-11-12",495
"1413","2010-11-13",422
"1414","2010-11-14",366
"1415","2010-11-15",386
"1416","2010-11-16",387
"1417","2010-11-17",381
"1418","2010-11-18",399
"1419","2010-11-19",438
"1420","2010-11-20",437
"1421","2010-11-21",336
"1422","2010-11-22",355
"1423","2010-11-23",380
"1424","2010-11-24",407
"1425","2010-11-25",294
"1426","2010-11-26",337
"1427","2010-11-27",419
"1428","2010-11-28",339
"1429","2010-11-29",312
"1430","2010-11-30",372
"1431","2010-12-01",495
"1432","2010-12-02",379
"1433","2010-12-03",454
"1434","2010-12-04",423
"1435","2010-12-05",407
"1436","2010-12-06",360
"1437","2010-12-07",375
"1438","2010-12-08",375
"1439","2010-12-09",400
"1440","2010-12-10",445
"1441","2010-12-11",474
"1442","2010-12-12",411
"1443","2010-12-13",382
"1444","2010-12-14",403
"1445","2010-12-15",409
"1446","2010-12-16",396
"1447","2010-12-17",447
"1448","2010-12-18",429
"1449","2010-12-19",361
"1450","2010-12-20",329
"1451","2010-12-21",335
"1452","2010-12-22",364
"1453","2010-12-23",405
"1454","2010-12-24",351
"1455","2010-12-25",227
"1456","2010-12-26",301
"1457","2010-12-27",350
"1458","2010-12-28",339
"1459","2010-12-29",317
"1460","2010-12-30",351
"1461","2010-12-31",435
"1462","2011-01-01",628
"1463","2011-01-02",308
"1464","2011-01-03",354
"1465","2011-01-04",352
"1466","2011-01-05",326
"1467","2011-01-06",375
"1468","2011-01-07",409
"1469","2011-01-08",407
"1470","2011-01-09",363
"1471","2011-01-10",357
"1472","2011-01-11",379
"1473","2011-01-12",405
"1474","2011-01-13",385
"1475","2011-01-14",460
"1476","2011-01-15",522
"1477","2011-01-16",409
"1478","2011-01-17",423
"1479","2011-01-18",427
"1480","2011-01-19",417
"1481","2011-01-20",452
"1482","2011-01-21",486
"1483","2011-01-22",490
"1484","2011-01-23",371
"1485","2011-01-24",363
"1486","2011-01-25",415
"1487","2011-01-26",387
"1488","2011-01-27",410
"1489","2011-01-28",474
"1490","2011-01-29",473
"1491","2011-01-30",380
"1492","2011-01-31",410
"1493","2011-02-01",458
"1494","2011-02-02",369
"1495","2011-02-03",365
"1496","2011-02-04",454
"1497","2011-02-05",410
"1498","2011-02-06",360
"1499","2011-02-07",352
"1500","2011-02-08",425
"1501","2011-02-09",343
"1502","2011-02-10",400
"1503","2011-02-11",467
"1504","2011-02-12",448
"1505","2011-02-13",409
"1506","2011-02-14",320
"1507","2011-02-15",377
"1508","2011-02-16",318
"1509","2011-02-17",393
"1510","2011-02-18",413
"1511","2011-02-19",429
"1512","2011-02-20",353
"1513","2011-02-21",351
"1514","2011-02-22",375
"1515","2011-02-23",380
"1516","2011-02-24",358
"1517","2011-02-25",478
"1518","2011-02-26",428
"1519","2011-02-27",326
"1520","2011-02-28",334
"1521","2011-03-01",467
"1522","2011-03-02",354
"1523","2011-03-03",377
"1524","2011-03-04",454
"1525","2011-03-05",444
"1526","2011-03-06",386
"1527","2011-03-07",357
"1528","2011-03-08",378
"1529","2011-03-09",439
"1530","2011-03-10",368
"1531","2011-03-11",450
"1532","2011-03-12",442
"1533","2011-03-13",358
"1534","2011-03-14",360
"1535","2011-03-15",419
"1536","2011-03-16",418
"1537","2011-03-17",425
"1538","2011-03-18",538
"1539","2011-03-19",474
"1540","2011-03-20",361
"1541","2011-03-21",346
"1542","2011-03-22",401
"1543","2011-03-23",387
"1544","2011-03-24",400
"1545","2011-03-25",512
"1546","2011-03-26",444
"1547","2011-03-27",401
"1548","2011-03-28",362
"1549","2011-03-29",411
"1550","2011-03-30",354
"1551","2011-03-31",364
"1552","2011-04-01",575
"1553","2011-04-02",412
"1554","2011-04-03",353
"1555","2011-04-04",345
"1556","2011-04-05",392
"1557","2011-04-06",383
"1558","2011-04-07",371
"1559","2011-04-08",438
"1560","2011-04-09",418
"1561","2011-04-10",391
"1562","2011-04-11",314
"1563","2011-04-12",379
"1564","2011-04-13",373
"1565","2011-04-14",387
"1566","2011-04-15",462
"1567","2011-04-16",417
"1568","2011-04-17",368
"1569","2011-04-18",335
"1570","2011-04-19",364
"1571","2011-04-20",398
"1572","2011-04-21",411
"1573","2011-04-22",427
"1574","2011-04-23",455
"1575","2011-04-24",353
"1576","2011-04-25",363
"1577","2011-04-26",410
"1578","2011-04-27",354
"1579","2011-04-28",369
"1580","2011-04-29",444
"1581","2011-04-30",461
"1582","2011-05-01",436
"1583","2011-05-02",350
"1584","2011-05-03",325
"1585","2011-05-04",374
"1586","2011-05-05",423
"1587","2011-05-06",515
"1588","2011-05-07",420
"1589","2011-05-08",362
"1590","2011-05-09",399
"1591","2011-05-10",384
"1592","2011-05-11",363
"1593","2011-05-12",368
"1594","2011-05-13",465
"1595","2011-05-14",488
"1596","2011-05-15",356
"1597","2011-05-16",356
"1598","2011-05-17",326
"1599","2011-05-18",362
"1600","2011-05-19",407
"1601","2011-05-20",501
"1602","2011-05-21",462
"1603","2011-05-22",375
"1604","2011-05-23",368
"1605","2011-05-24",387
"1606","2011-05-25",400
"1607","2011-05-26",339
"1608","2011-05-27",460
"1609","2011-05-28",476
"1610","2011-05-29",403
"1611","2011-05-30",390
"1612","2011-05-31",417
"1613","2011-06-01",484
"1614","2011-06-02",376
"1615","2011-06-03",513
"1616","2011-06-04",446
"1617","2011-06-05",452
"1618","2011-06-06",401
"1619","2011-06-07",376
"1620","2011-06-08",374
"1621","2011-06-09",380
"1622","2011-06-10",479
"1623","2011-06-11",527
"1624","2011-06-12",392
"1625","2011-06-13",420
"1626","2011-06-14",377
"1627","2011-06-15",397
"1628","2011-06-16",379
"1629","2011-06-17",434
"1630","2011-06-18",407
"1631","2011-06-19",400
"1632","2011-06-20",403
"1633","2011-06-21",432
"1634","2011-06-22",391
"1635","2011-06-23",400
"1636","2011-06-24",420
"1637","2011-06-25",448
"1638","2011-06-26",428
"1639","2011-06-27",367
"1640","2011-06-28",410
"1641","2011-06-29",380
"1642","2011-06-30",407
"1643","2011-07-01",573
"1644","2011-07-02",510
"1645","2011-07-03",508
"1646","2011-07-04",481
"1647","2011-07-05",386
"1648","2011-07-06",374
"1649","2011-07-07",381
"1650","2011-07-08",421
"1651","2011-07-09",465
"1652","2011-07-10",416
"1653","2011-07-11",366
"1654","2011-07-12",388
"1655","2011-07-13",387
"1656","2011-07-14",390
"1657","2011-07-15",439
"1658","2011-07-16",527
"1659","2011-07-17",422
"1660","2011-07-18",378
"1661","2011-07-19",363
"1662","2011-07-20",431
"1663","2011-07-21",402
"1664","2011-07-22",479
"1665","2011-07-23",434
"1666","2011-07-24",392
"1667","2011-07-25",378
"1668","2011-07-26",361
"1669","2011-07-27",388
"1670","2011-07-28",380
"1671","2011-07-29",450
"1672","2011-07-30",513
"1673","2011-07-31",434
"1674","2011-08-01",497
"1675","2011-08-02",382
"1676","2011-08-03",389
"1677","2011-08-04",380
"1678","2011-08-05",433
"1679","2011-08-06",441
"1680","2011-08-07",360
"1681","2011-08-08",372
"1682","2011-08-09",337
"1683","2011-08-10",385
"1684","2011-08-11",375
"1685","2011-08-12",475
"1686","2011-08-13",466
"1687","2011-08-14",436
"1688","2011-08-15",388
"1689","2011-08-16",374
"1690","2011-08-17",389
"1691","2011-08-18",424
"1692","2011-08-19",465
"1693","2011-08-20",439
"1694","2011-08-21",355
"1695","2011-08-22",380
"1696","2011-08-23",355
"1697","2011-08-24",381
"1698","2011-08-25",375
"1699","2011-08-26",486
"1700","2011-08-27",474
"1701","2011-08-28",426
"1702","2011-08-29",360
"1703","2011-08-30",367
"1704","2011-08-31",339
"1705","2011-09-01",479
"1706","2011-09-02",494
"1707","2011-09-03",513
"1708","2011-09-04",431
"1709","2011-09-05",392
"1710","2011-09-06",443
"1711","2011-09-07",357
"1712","2011-09-08",440
"1713","2011-09-09",433
"1714","2011-09-10",453
"1715","2011-09-11",398
"1716","2011-09-12",369
"1717","2011-09-13",355
"1718","2011-09-14",396
"1719","2011-09-15",404
"1720","2011-09-16",454
"1721","2011-09-17",476
"1722","2011-09-18",379
"1723","2011-09-19",385
"1724","2011-09-20",435
"1725","2011-09-21",379
"1726","2011-09-22",381
"1727","2011-09-23",451
"1728","2011-09-24",466
"1729","2011-09-25",399
"1730","2011-09-26",397
"1731","2011-09-27",372
"1732","2011-09-28",377
"1733","2011-09-29",413
"1734","2011-09-30",446
"1735","2011-10-01",518
"1736","2011-10-02",387
"1737","2011-10-03",355
"1738","2011-10-04",384
"1739","2011-10-05",330
"1740","2011-10-06",395
"1741","2011-10-07",438
"1742","2011-10-08",467
"1743","2011-10-09",372
"1744","2011-10-10",367
"1745","2011-10-11",351
"1746","2011-10-12",370
"1747","2011-10-13",416
"1748","2011-10-14",418
"1749","2011-10-15",402
"1750","2011-10-16",354
"1751","2011-10-17",372
"1752","2011-10-18",364
"1753","2011-10-19",367
"1754","2011-10-20",390
"1755","2011-10-21",499
"1756","2011-10-22",448
"1757","2011-10-23",322
"1758","2011-10-24",335
"1759","2011-10-25",328
"1760","2011-10-26",364
"1761","2011-10-27",391
"1762","2011-10-28",450
"1763","2011-10-29",423
"1764","2011-10-30",371
"1765","2011-10-31",398
"1766","2011-11-01",432
"1767","2011-11-02",387
"1768","2011-11-03",358
"1769","2011-11-04",372
"1770","2011-11-05",384
"1771","2011-11-06",344
"1772","2011-11-07",349
"1773","2011-11-08",378
"1774","2011-11-09",357
"1775","2011-11-10",441
"1776","2011-11-11",444
"1777","2011-11-12",360
"1778","2011-11-13",368
"1779","2011-11-14",367
"1780","2011-11-15",373
"1781","2011-11-16",378
"1782","2011-11-17",406
"1783","2011-11-18",463
"1784","2011-11-19",418
"1785","2011-11-20",332
"1786","2011-11-21",319
"1787","2011-11-22",364
"1788","2011-11-23",413
"1789","2011-11-24",302
"1790","2011-11-25",397
"1791","2011-11-26",408
"1792","2011-11-27",324
"1793","2011-11-28",347
"1794","2011-11-29",356
"1795","2011-11-30",380
"1796","2011-12-01",471
"1797","2011-12-02",431
"1798","2011-12-03",399
"1799","2011-12-04",354
"1800","2011-12-05",373
"1801","2011-12-06",385
"1802","2011-12-07",353
"1803","2011-12-08",411
"1804","2011-12-09",458
"1805","2011-12-10",437
"1806","2011-12-11",371
"1807","2011-12-12",376
"1808","2011-12-13",389
"1809","2011-12-14",421
"1810","2011-12-15",441
"1811","2011-12-16",420
"1812","2011-12-17",462
"1813","2011-12-18",373
"1814","2011-12-19",406
"1815","2011-12-20",383
"1816","2011-12-21",374
"1817","2011-12-22",400
"1818","2011-12-23",427
"1819","2011-12-24",339
"1820","2011-12-25",265
"1821","2011-12-26",319
"1822","2011-12-27",363
"1823","2011-12-28",354
"1824","2011-12-29",352
"1825","2011-12-30",418
"1826","2011-12-31",433
"1827","2012-01-01",570
"1828","2012-01-02",356
"1829","2012-01-03",407
"1830","2012-01-04",384
"1831","2012-01-05",388
"1832","2012-01-06",478
"1833","2012-01-07",397
"1834","2012-01-08",334
"1835","2012-01-09",348
"1836","2012-01-10",367
"1837","2012-01-11",372
"1838","2012-01-12",358
"1839","2012-01-13",471
"1840","2012-01-14",440
"1841","2012-01-15",368
"1842","2012-01-16",339
"1843","2012-01-17",351
"1844","2012-01-18",371
"1845","2012-01-19",405
"1846","2012-01-20",439
"1847","2012-01-21",390
"1848","2012-01-22",318
"1849","2012-01-23",371
"1850","2012-01-24",324
"1851","2012-01-25",374
"1852","2012-01-26",381
"1853","2012-01-27",418
"1854","2012-01-28",404
"1855","2012-01-29",386
"1856","2012-01-30",365
"1857","2012-01-31",396
"1858","2012-02-01",463
"1859","2012-02-02",372
"1860","2012-02-03",440
"1861","2012-02-04",397
"1862","2012-02-05",383
"1863","2012-02-06",384
"1864","2012-02-07",361
"1865","2012-02-08",396
"1866","2012-02-09",381
"1867","2012-02-10",453
"1868","2012-02-11",397
"1869","2012-02-12",358
"1870","2012-02-13",330
"1871","2012-02-14",290
"1872","2012-02-15",354
"1873","2012-02-16",408
"1874","2012-02-17",440
"1875","2012-02-18",391
"1876","2012-02-19",383
"1877","2012-02-20",357
"1878","2012-02-21",368
"1879","2012-02-22",385
"1880","2012-02-23",389
"1881","2012-02-24",470
"1882","2012-02-25",377
"1883","2012-02-26",361
"1884","2012-02-27",297
"1885","2012-02-28",353
"1886","2012-02-29",349
"1887","2012-03-01",489
"1888","2012-03-02",400
"1889","2012-03-03",359
"1890","2012-03-04",304
"1891","2012-03-05",350
"1892","2012-03-06",355
"1893","2012-03-07",353
"1894","2012-03-08",361
"1895","2012-03-09",421
"1896","2012-03-10",390
"1897","2012-03-11",337
"1898","2012-03-12",323
"1899","2012-03-13",323
"1900","2012-03-14",353
"1901","2012-03-15",392
"1902","2012-03-16",482
"1903","2012-03-17",370
"1904","2012-03-18",318
"1905","2012-03-19",332
"1906","2012-03-20",330
"1907","2012-03-21",349
"1908","2012-03-22",354
"1909","2012-03-23",433
"1910","2012-03-24",396
"1911","2012-03-25",346
"1912","2012-03-26",341
"1913","2012-03-27",322
"1914","2012-03-28",331
"1915","2012-03-29",375
"1916","2012-03-30",418
"1917","2012-03-31",408
"1918","2012-04-01",443
"1919","2012-04-02",357
"1920","2012-04-03",372
"1921","2012-04-04",416
"1922","2012-04-05",361
"1923","2012-04-06",416
"1924","2012-04-07",401
"1925","2012-04-08",310
"1926","2012-04-09",350
"1927","2012-04-10",345
"1928","2012-04-11",345
"1929","2012-04-12",368
"1930","2012-04-13",378
"1931","2012-04-14",401
"1932","2012-04-15",373
"1933","2012-04-16",347
"1934","2012-04-17",405
"1935","2012-04-18",366
"1936","2012-04-19",353
"1937","2012-04-20",396
"1938","2012-04-21",382
"1939","2012-04-22",303
"1940","2012-04-23",357
"1941","2012-04-24",332
"1942","2012-04-25",368
"1943","2012-04-26",368
"1944","2012-04-27",412
"1945","2012-04-28",409
"1946","2012-04-29",361
"1947","2012-04-30",366
"1948","2012-05-01",463
"1949","2012-05-02",369
"1950","2012-05-03",391
"1951","2012-05-04",460
"1952","2012-05-05",445
"1953","2012-05-06",354
"1954","2012-05-07",347
"1955","2012-05-08",359
"1956","2012-05-09",383
"1957","2012-05-10",413
"1958","2012-05-11",402
"1959","2012-05-12",450
"1960","2012-05-13",316
"1961","2012-05-14",340
"1962","2012-05-15",367
"1963","2012-05-16",397
"1964","2012-05-17",370
"1965","2012-05-18",448
"1966","2012-05-19",440
"1967","2012-05-20",392
"1968","2012-05-21",358
"1969","2012-05-22",371
"1970","2012-05-23",389
"1971","2012-05-24",389
"1972","2012-05-25",428
"1973","2012-05-26",439
"1974","2012-05-27",435
"1975","2012-05-28",356
"1976","2012-05-29",370
"1977","2012-05-30",360
"1978","2012-05-31",395
"1979","2012-06-01",536
"1980","2012-06-02",452
"1981","2012-06-03",350
"1982","2012-06-04",402
"1983","2012-06-05",389
"1984","2012-06-06",361
"1985","2012-06-07",377
"1986","2012-06-08",437
"1987","2012-06-09",401
"1988","2012-06-10",357
"1989","2012-06-11",387
"1990","2012-06-12",400
"1991","2012-06-13",418
"1992","2012-06-14",394
"1993","2012-06-15",474
"1994","2012-06-16",393
"1995","2012-06-17",342
"1996","2012-06-18",375
"1997","2012-06-19",375
"1998","2012-06-20",397
"1999","2012-06-21",382
"2000","2012-06-22",434
"2001","2012-06-23",451
"2002","2012-06-24",379
"2003","2012-06-25",404
"2004","2012-06-26",371
"2005","2012-06-27",384
"2006","2012-06-28",413
"2007","2012-06-29",432
"2008","2012-06-30",436
"2009","2012-07-01",466
"2010","2012-07-02",374
"2011","2012-07-03",393
"2012","2012-07-04",503
"2013","2012-07-05",413
"2014","2012-07-06",378
"2015","2012-07-07",438
"2016","2012-07-08",384
"2017","2012-07-09",353
"2018","2012-07-10",354
"2019","2012-07-11",338
"2020","2012-07-12",385
"2021","2012-07-13",440
"2022","2012-07-14",408
"2023","2012-07-15",391
"2024","2012-07-16",370
"2025","2012-07-17",353
"2026","2012-07-18",418
"2027","2012-07-19",402
"2028","2012-07-20",401
"2029","2012-07-21",419
"2030","2012-07-22",393
"2031","2012-07-23",346
"2032","2012-07-24",386
"2033","2012-07-25",385
"2034","2012-07-26",389
"2035","2012-07-27",397
"2036","2012-07-28",449
"2037","2012-07-29",379
"2038","2012-07-30",355
"2039","2012-07-31",374
"2040","2012-08-01",467
"2041","2012-08-02",405
"2042","2012-08-03",443
"2043","2012-08-04",435
"2044","2012-08-05",400
"2045","2012-08-06",395
"2046","2012-08-07",326
"2047","2012-08-08",361
"2048","2012-08-09",389
"2049","2012-08-10",453
"2050","2012-08-11",428
"2051","2012-08-12",389
"2052","2012-08-13",427
"2053","2012-08-14",392
"2054","2012-08-15",366
"2055","2012-08-16",409
"2056","2012-08-17",430
"2057","2012-08-18",413
"2058","2012-08-19",364
"2059","2012-08-20",391
"2060","2012-08-21",400
"2061","2012-08-22",379
"2062","2012-08-23",400
"2063","2012-08-24",411
"2064","2012-08-25",468
"2065","2012-08-26",377
"2066","2012-08-27",411
"2067","2012-08-28",360
"2068","2012-08-29",396
"2069","2012-08-30",397
"2070","2012-08-31",498
"2071","2012-09-01",543
"2072","2012-09-02",443
"2073","2012-09-03",456
"2074","2012-09-04",390
"2075","2012-09-05",341
"2076","2012-09-06",441
"2077","2012-09-07",427
"2078","2012-09-08",457
"2079","2012-09-09",367
"2080","2012-09-10",379
"2081","2012-09-11",355
"2082","2012-09-12",386
"2083","2012-09-13",412
"2084","2012-09-14",443
"2085","2012-09-15",436
"2086","2012-09-16",373
"2087","2012-09-17",351
"2088","2012-09-18",372
"2089","2012-09-19",406
"2090","2012-09-20",393
"2091","2012-09-21",493
"2092","2012-09-22",446
"2093","2012-09-23",362
"2094","2012-09-24",357
"2095","2012-09-25",373
"2096","2012-09-26",399
"2097","2012-09-27",391
"2098","2012-09-28",449
"2099","2012-09-29",407
"2100","2012-09-30",383
"2101","2012-10-01",424
"2102","2012-10-02",407
"2103","2012-10-03",383
"2104","2012-10-04",438
"2105","2012-10-05",437
"2106","2012-10-06",399
"2107","2012-10-07",395
"2108","2012-10-08",384
"2109","2012-10-09",376
"2110","2012-10-10",366
"2111","2012-10-11",411
"2112","2012-10-12",432
"2113","2012-10-13",411
"2114","2012-10-14",370
"2115","2012-10-15",370
"2116","2012-10-16",409
"2117","2012-10-17",371
"2118","2012-10-18",400
"2119","2012-10-19",455
"2120","2012-10-20",449
"2121","2012-10-21",396
"2122","2012-10-22",355
"2123","2012-10-23",384
"2124","2012-10-24",430
"2125","2012-10-25",388
"2126","2012-10-26",443
"2127","2012-10-27",413
"2128","2012-10-28",397
"2129","2012-10-29",364
"2130","2012-10-30",380
"2131","2012-10-31",427
"2132","2012-11-01",516
"2133","2012-11-02",434
"2134","2012-11-03",357
"2135","2012-11-04",416
"2136","2012-11-05",375
"2137","2012-11-06",422
"2138","2012-11-07",417
"2139","2012-11-08",388
"2140","2012-11-09",459
"2141","2012-11-10",404
"2142","2012-11-11",337
"2143","2012-11-12",336
"2144","2012-11-13",378
"2145","2012-11-14",398
"2146","2012-11-15",410
"2147","2012-11-16",455
"2148","2012-11-17",441
"2149","2012-11-18",360
"2150","2012-11-19",337
"2151","2012-11-20",377
"2152","2012-11-21",408
"2153","2012-11-22",328
"2154","2012-11-23",405
"2155","2012-11-24",400
"2156","2012-11-25",411
"2157","2012-11-26",339
"2158","2012-11-27",357
"2159","2012-11-28",390
"2160","2012-11-29",405
"2161","2012-11-30",408
"2162","2012-12-01",441
"2163","2012-12-02",368
"2164","2012-12-03",406
"2165","2012-12-04",408
"2166","2012-12-05",390
"2167","2012-12-06",408
"2168","2012-12-07",448
"2169","2012-12-08",402
"2170","2012-12-09",365
"2171","2012-12-10",360
"2172","2012-12-11",369
"2173","2012-12-12",401
"2174","2012-12-13",377
"2175","2012-12-14",422
"2176","2012-12-15",405
"2177","2012-12-16",331
"2178","2012-12-17",369
"2179","2012-12-18",337
"2180","2012-12-19",394
"2181","2012-12-20",380
"2182","2012-12-21",484
"2183","2012-12-22",397
"2184","2012-12-23",345
"2185","2012-12-24",358
"2186","2012-12-25",268
"2187","2012-12-26",324
"2188","2012-12-27",388
"2189","2012-12-28",388
"2190","2012-12-29",346
"2191","2012-12-30",339
"2192","2012-12-31",355
"2193","2013-04-01",394
"2194","2013-04-02",360
"2195","2013-04-03",408
"2196","2013-04-04",382
"2197","2013-04-05",432
"2198","2013-04-06",417
"2199","2013-04-07",381
"2200","2013-04-08",307
"2201","2013-04-09",328
"2202","2013-04-10",399
"2203","2013-04-11",400
"2204","2013-04-12",389
"2205","2013-04-13",364
"2206","2013-04-14",330
"2207","2013-04-15",374
"2208","2013-04-16",335
"2209","2013-04-17",312
"2210","2013-04-18",369
"2211","2013-04-19",403
"2212","2013-04-20",390
"2213","2013-04-21",294
"2214","2013-04-22",322
"2215","2013-04-23",335
"2216","2013-04-24",326
"2217","2013-04-25",344
"2218","2013-04-26",374
"2219","2013-04-27",367
"2220","2013-04-28",322
"2221","2013-04-29",335
"2222","2013-04-30",315
"2223","2013-07-07",4
