"","dow","hour","nbrhood","year","count"
"6568",3,0,"SanGOL",2012,2
"6569",3,0,"SanGRA",2012,8
"6570",3,0,"SanGRN",2012,4
"6571",3,0,"SanHIL",2012,12
"6572",3,0,"SanHOR",2012,2
"6573",3,0,"SanIDW",2012,2
"6574",3,0,"SanISS",2012,3
"6575",3,0,"SanJAM",2012,2
"6576",3,0,"SanKEN",2012,6
"6577",3,0,"SanKER",2012,3
"6578",3,0,"SanLAJ",2012,7
"6579",3,0,"SanLAK",2012,5
"6580",3,0,"SanLIN",2012,5
"6581",3,0,"SanLIT",2012,3
"6582",3,0,"SanLNC",2012,3
"6583",3,0,"SanLOG",2012,4
"6584",3,0,"SanMAR",2012,4
"6585",3,0,"SanMDT",2012,4
"6586",3,0,"SanMIA",2012,4
"6587",3,0,"SanMIR",2012,10
"6588",3,0,"SanMIS",2012,1
"6589",3,0,"SanMON",2012,8
"6590",3,0,"SanMOR",2012,2
"6591",3,0,"SanMRM",2012,2
"6592",3,0,"SanMSH",2012,3
"6593",3,0,"SanMST",2012,4
"6594",3,0,"SanMTO",2012,1
"6595",3,0,"SanNES",2012,3
"6596",3,0,"SanNOA",2012,2
"6597",3,0,"SanNRM",2012,4
"6598",3,0,"SanNRT",2012,26
"6599",3,0,"SanNUV",2012,12
"6600",3,0,"SanOCN",2012,13
"6601",3,0,"SanOEC",2012,4
"6602",3,0,"SanOKP",2012,1
"6603",3,0,"SanOOL",2012,3
"6604",3,0,"SanOTM",2012,2
"6605",3,0,"SanPAL",2012,1
"6606",3,0,"SanPAR",2012,5
"6607",3,0,"SanPCF",2012,34
"6608",3,0,"SanPON",2012,6
"6609",3,0,"SanRAN",2012,3
"6610",3,0,"SanRED",2012,4
"6611",3,0,"SanRID",2012,1
"6612",3,0,"SanRNC",2012,8
"6613",3,0,"SanROL",2012,3
"6614",3,0,"SanSAB",2012,1
"6615",3,0,"SanSCR",2012,2
"6616",3,0,"SanSER",2012,12
"6617",3,0,"SanSHE",2012,1
"6618",3,0,"SanSHR",2012,1
"6619",3,0,"SanSNC",2012,4
"6620",3,0,"SanSNS",2012,7
"6621",3,0,"SanSOR",2012,2
"6622",3,0,"SanSOU",2012,4
"6623",3,0,"SanSSI",2012,5
"6624",3,0,"SanSTH",2012,1
"6625",3,0,"SanSTO",2012,1
"6626",3,0,"SanSWA",2012,2
"6627",3,0,"SanTAL",2012,4
"6628",3,0,"SanTER",2012,2
"6629",3,0,"SanTIJ",2012,1
"6630",3,0,"SanTIR",2012,2
"6631",3,0,"SanTOM",2012,4
"6632",3,0,"SanTRR",2012,1
"6633",3,0,"SanUIN",2012,6
"6634",3,0,"SanVAL",2012,2
"6635",3,0,"SanWOD",2012,1
"6636",3,1,"NONE",2012,291
"6637",3,1,"SanALL",2012,1
"6638",3,1,"SanBAL",2012,1
"6639",3,1,"SanBAP",2012,3
"6640",3,1,"SanBAR",2012,1
"6641",3,1,"SanBAT",2012,3
"6642",3,1,"SanBIR",2012,1
"6643",3,1,"SanBOR",2012,2
"6644",3,1,"SanCAE",2012,1
"6645",3,1,"SanCAR",2012,3
"6646",3,1,"SanCAS",2012,3
"6647",3,1,"SanCHE",2012,5
"6648",3,1,"SanCHL",2012,2
"6649",3,1,"SanCHO",2012,1
"6650",3,1,"SanCLL",2012,2
"6651",3,1,"SanCLN",2012,2
"6652",3,1,"SanCLR",2012,1
"6653",3,1,"SanCOE",2012,2
"6654",3,1,"SanCOR",2012,7
"6655",3,1,"SanCRR",2012,6
"6656",3,1,"SanCRT",2012,3
"6657",3,1,"SanDLC",2012,3
"6658",3,1,"SanEAN",2012,1
"6659",3,1,"SanEAS",2012,12
"6660",3,1,"SanELC",2012,2
"6661",3,1,"SanFRM",2012,1
"6662",3,1,"SanGAS",2012,6
"6663",3,1,"SanGOL",2012,4
"6664",3,1,"SanGRA",2012,2
"6665",3,1,"SanGRN",2012,2
"6666",3,1,"SanHIL",2012,11
"6667",3,1,"SanIDW",2012,5
"6668",3,1,"SanISS",2012,3
"6669",3,1,"SanJAM",2012,1
"6670",3,1,"SanKER",2012,3
"6671",3,1,"SanLAJ",2012,4
"6672",3,1,"SanLAK",2012,2
"6673",3,1,"SanLIN",2012,1
"6674",3,1,"SanLIT",2012,3
"6675",3,1,"SanLNC",2012,2
"6676",3,1,"SanLOG",2012,3
"6677",3,1,"SanLOM",2012,1
"6678",3,1,"SanMAR",2012,3
"6679",3,1,"SanMDT",2012,1
"6680",3,1,"SanMIA",2012,2
"6681",3,1,"SanMIR",2012,5
"6682",3,1,"SanMIS",2012,2
"6683",3,1,"SanMON",2012,3
"6684",3,1,"SanMOR",2012,3
"6685",3,1,"SanMSH",2012,5
"6686",3,1,"SanMST",2012,4
"6687",3,1,"SanMTO",2012,2
"6688",3,1,"SanNES",2012,1
"6689",3,1,"SanNRM",2012,2
"6690",3,1,"SanNRT",2012,11
"6691",3,1,"SanNUV",2012,3
"6692",3,1,"SanOCN",2012,6
"6693",3,1,"SanOKP",2012,2
"6694",3,1,"SanOOL",2012,2
"6695",3,1,"SanOTM",2012,1
"6696",3,1,"SanPCF",2012,26
"6697",3,1,"SanPON",2012,2
"6698",3,1,"SanPRK",2012,2
"6699",3,1,"SanRAN",2012,4
"6700",3,1,"SanRED",2012,3
"6701",3,1,"SanRNC",2012,6
"6702",3,1,"SanROL",2012,5
"6703",3,1,"SanSER",2012,6
"6704",3,1,"SanSHR",2012,1
"6705",3,1,"SanSNC",2012,1
"6706",3,1,"SanSNS",2012,6
"6707",3,1,"SanSOU",2012,6
"6708",3,1,"SanSSI",2012,3
"6709",3,1,"SanSTH",2012,1
"6710",3,1,"SanSTO",2012,1
"6711",3,1,"SanSUN",2012,1
"6712",3,1,"SanTAL",2012,2
"6713",3,1,"SanTER",2012,1
"6714",3,1,"SanTOM",2012,1
"6715",3,1,"SanTRL",2012,1
"6716",3,1,"SanTRR",2012,1
"6717",3,1,"SanUIN",2012,6
"6718",3,1,"SanVAL",2012,4
"6719",3,1,"SanWOD",2012,1
"6720",3,2,"NONE",2012,223
"6721",3,2,"SanADM",2012,3
"6722",3,2,"SanALL",2012,2
"6723",3,2,"SanBAH",2012,1
"6724",3,2,"SanBAL",2012,1
"6725",3,2,"SanBAP",2012,2
"6726",3,2,"SanBAR",2012,2
"6727",3,2,"SanCAL",2012,4
"6728",3,2,"SanCAS",2012,2
"6729",3,2,"SanCHE",2012,2
"6730",3,2,"SanCHO",2012,1
"6731",3,2,"SanCLL",2012,1
"6732",3,2,"SanCLN",2012,1
"6733",3,2,"SanCOE",2012,4
"6734",3,2,"SanCOR",2012,12
"6735",3,2,"SanCRR",2012,2
"6736",3,2,"SanDLC",2012,1
"6737",3,2,"SanDLM",2012,1
"6738",3,2,"SanEAS",2012,11
"6739",3,2,"SanEGG",2012,1
"6740",3,2,"SanELC",2012,3
"6741",3,2,"SanEMR",2012,1
"6742",3,2,"SanFRM",2012,1
"6743",3,2,"SanGAS",2012,7
"6744",3,2,"SanGOL",2012,1
"6745",3,2,"SanGRN",2012,2
"6746",3,2,"SanHIL",2012,6
"6747",3,2,"SanHOR",2012,1
"6748",3,2,"SanIDW",2012,2
"6749",3,2,"SanJAM",2012,1
"6750",3,2,"SanKER",2012,5
"6751",3,2,"SanLAJ",2012,6
"6752",3,2,"SanLAK",2012,1
"6753",3,2,"SanLIN",2012,1
"6754",3,2,"SanLIT",2012,1
"6755",3,2,"SanLNC",2012,1
"6756",3,2,"SanLOG",2012,2
"6757",3,2,"SanMAR",2012,1
"6758",3,2,"SanMDT",2012,2
"6759",3,2,"SanMIR",2012,7
"6760",3,2,"SanMIS",2012,1
"6761",3,2,"SanMON",2012,2
"6762",3,2,"SanMRM",2012,1
"6763",3,2,"SanMST",2012,4
"6764",3,2,"SanMTO",2012,1
"6765",3,2,"SanNES",2012,1
"6766",3,2,"SanNOA",2012,2
"6767",3,2,"SanNRM",2012,1
"6768",3,2,"SanNRT",2012,12
"6769",3,2,"SanNUV",2012,1
"6770",3,2,"SanOCN",2012,4
"6771",3,2,"SanOEC",2012,1
"6772",3,2,"SanOKP",2012,6
"6773",3,2,"SanOOL",2012,2
"6774",3,2,"SanPAR",2012,1
"6775",3,2,"SanPCF",2012,14
"6776",3,2,"SanPON",2012,1
"6777",3,2,"SanPRK",2012,3
"6778",3,2,"SanRAN",2012,5
"6779",3,2,"SanRED",2012,2
"6780",3,2,"SanRID",2012,1
"6781",3,2,"SanRNC",2012,1
"6782",3,2,"SanSER",2012,1
"6783",3,2,"SanSHE",2012,1
"6784",3,2,"SanSKL",2012,1
"6785",3,2,"SanSNC",2012,1
"6786",3,2,"SanSNS",2012,4
"6787",3,2,"SanSOU",2012,6
"6788",3,2,"SanSWA",2012,2
"6789",3,2,"SanTAL",2012,2
"6790",3,2,"SanTER",2012,2
"6791",3,2,"SanTIR",2012,3
"6792",3,2,"SanTOM",2012,2
"6793",3,2,"SanTRL",2012,2
"6794",3,2,"SanTRR",2012,1
"6795",3,2,"SanUIN",2012,7
"6796",3,2,"SanVAL",2012,1
"6797",3,3,"NONE",2012,146
"6798",3,3,"SanADM",2012,1
"6799",3,3,"SanALL",2012,1
"6800",3,3,"SanALT",2012,1
"6801",3,3,"SanAZL",2012,1
"6802",3,3,"SanBAH",2012,3
"6803",3,3,"SanBAL",2012,1
"6804",3,3,"SanBAP",2012,4
"6805",3,3,"SanBAR",2012,3
"6806",3,3,"SanCAL",2012,4
"6807",3,3,"SanCAR",2012,4
"6808",3,3,"SanCAS",2012,1
"6809",3,3,"SanCHE",2012,1
"6810",3,3,"SanCHL",2012,1
"6811",3,3,"SanCLL",2012,3
"6812",3,3,"SanCLN",2012,1
"6813",3,3,"SanCOE",2012,3
"6814",3,3,"SanCOR",2012,3
"6815",3,3,"SanCRR",2012,4
"6816",3,3,"SanCRT",2012,3
"6817",3,3,"SanDLM",2012,1
"6818",3,3,"SanEAN",2012,1
"6819",3,3,"SanEAS",2012,10
"6820",3,3,"SanELC",2012,2
"6821",3,3,"SanGAS",2012,5
"6822",3,3,"SanGRA",2012,2
"6823",3,3,"SanGRN",2012,1
"6824",3,3,"SanHIL",2012,3
"6825",3,3,"SanIDW",2012,3
"6826",3,3,"SanLAJ",2012,3
"6827",3,3,"SanLAK",2012,1
"6828",3,3,"SanLIN",2012,2
"6829",3,3,"SanLNC",2012,1
"6830",3,3,"SanLOG",2012,4
"6831",3,3,"SanLOM",2012,1
"6832",3,3,"SanMDT",2012,1
"6833",3,3,"SanMIA",2012,2
"6834",3,3,"SanMIR",2012,2
"6835",3,3,"SanMSH",2012,1
"6836",3,3,"SanMST",2012,1
"6837",3,3,"SanNES",2012,1
"6838",3,3,"SanNOA",2012,4
"6839",3,3,"SanNRT",2012,4
"6840",3,3,"SanNUV",2012,1
"6841",3,3,"SanOCN",2012,1
"6842",3,3,"SanOKP",2012,4
"6843",3,3,"SanPAL",2012,1
"6844",3,3,"SanPAR",2012,1
"6845",3,3,"SanPCF",2012,10
"6846",3,3,"SanPON",2012,4
"6847",3,3,"SanPRK",2012,2
"6848",3,3,"SanRAN",2012,1
"6849",3,3,"SanRED",2012,2
"6850",3,3,"SanRNC",2012,1
"6851",3,3,"SanROL",2012,4
"6852",3,3,"SanSCR",2012,1
"6853",3,3,"SanSER",2012,1
"6854",3,3,"SanSNS",2012,2
"6855",3,3,"SanSSI",2012,2
"6856",3,3,"SanSTO",2012,1
"6857",3,3,"SanSUN",2012,1
"6858",3,3,"SanTAL",2012,2
"6859",3,3,"SanTER",2012,1
"6860",3,3,"SanTIR",2012,1
"6861",3,3,"SanTOM",2012,1
"6862",3,3,"SanTRL",2012,1
"6863",3,3,"SanVAL",2012,3
"6864",3,3,"SanWOD",2012,2
"6865",3,4,"NONE",2012,118
"6866",3,4,"SanALL",2012,2
"6867",3,4,"SanALT",2012,1
"6868",3,4,"SanBAH",2012,1
"6869",3,4,"SanBAP",2012,1
"6870",3,4,"SanBAR",2012,1
"6871",3,4,"SanBAT",2012,1
"6872",3,4,"SanBOR",2012,1
"6873",3,4,"SanBRO",2012,1
"6874",3,4,"SanCAE",2012,1
"6875",3,4,"SanCAL",2012,2
"6876",3,4,"SanCAR",2012,1
"6877",3,4,"SanCLL",2012,1
"6878",3,4,"SanCOR",2012,1
"6879",3,4,"SanCRR",2012,2
"6880",3,4,"SanCRT",2012,1
"6881",3,4,"SanEAN",2012,1
"6882",3,4,"SanEAS",2012,7
"6883",3,4,"SanEGG",2012,1
"6884",3,4,"SanELC",2012,2
"6885",3,4,"SanFRM",2012,1
"6886",3,4,"SanGAS",2012,1
"6887",3,4,"SanGRA",2012,1
"6888",3,4,"SanHIL",2012,2
"6889",3,4,"SanHOR",2012,1
"6890",3,4,"SanIDW",2012,3
"6891",3,4,"SanISS",2012,2
"6892",3,4,"SanKEN",2012,2
"6893",3,4,"SanLAK",2012,4
"6894",3,4,"SanLAP",2012,1
"6895",3,4,"SanLIN",2012,1
"6896",3,4,"SanLOG",2012,1
"6897",3,4,"SanMAR",2012,2
"6898",3,4,"SanMDT",2012,3
"6899",3,4,"SanMIR",2012,4
"6900",3,4,"SanMON",2012,1
"6901",3,4,"SanMRM",2012,1
"6902",3,4,"SanMSH",2012,2
"6903",3,4,"SanMST",2012,2
"6904",3,4,"SanMTO",2012,1
"6905",3,4,"SanNES",2012,2
"6906",3,4,"SanNOA",2012,2
"6907",3,4,"SanNRT",2012,4
"6908",3,4,"SanOCN",2012,4
"6909",3,4,"SanOKP",2012,1
"6910",3,4,"SanOOL",2012,1
"6911",3,4,"SanPAR",2012,1
"6912",3,4,"SanPCF",2012,3
"6913",3,4,"SanRAN",2012,2
"6914",3,4,"SanRNC",2012,2
"6915",3,4,"SanROL",2012,1
"6916",3,4,"SanSER",2012,2
"6917",3,4,"SanSNS",2012,2
"6918",3,4,"SanSSI",2012,2
"6919",3,4,"SanSTH",2012,1
"6920",3,4,"SanTAL",2012,2
"6921",3,4,"SanTOM",2012,2
"6922",3,4,"SanTOR",2012,1
"6923",3,4,"SanTRR",2012,1
"6924",3,4,"SanUIN",2012,3
"6925",3,5,"NONE",2012,97
"6926",3,5,"SanBAR",2012,4
"6927",3,5,"SanBAT",2012,2
"6928",3,5,"SanCAE",2012,1
"6929",3,5,"SanCAL",2012,3
"6930",3,5,"SanCAR",2012,1
"6931",3,5,"SanCAS",2012,3
"6932",3,5,"SanCHE",2012,1
"6933",3,5,"SanCOR",2012,1
"6934",3,5,"SanCRR",2012,2
"6935",3,5,"SanDLC",2012,1
"6936",3,5,"SanEAN",2012,1
"6937",3,5,"SanEAS",2012,6
"6938",3,5,"SanFOX",2012,1
"6939",3,5,"SanGAS",2012,1
"6940",3,5,"SanGOL",2012,3
"6941",3,5,"SanGRA",2012,2
"6942",3,5,"SanHAR",2012,1
"6943",3,5,"SanHIL",2012,3
"6944",3,5,"SanHOR",2012,3
"6945",3,5,"SanIDW",2012,3
"6946",3,5,"SanJAM",2012,1
"6947",3,5,"SanLAJ",2012,2
"6948",3,5,"SanLNC",2012,1
"6949",3,5,"SanMIA",2012,1
"6950",3,5,"SanMIR",2012,5
"6951",3,5,"SanMIS",2012,1
"6952",3,5,"SanMON",2012,2
"6953",3,5,"SanMOR",2012,1
"6954",3,5,"SanMST",2012,2
"6955",3,5,"SanNRT",2012,8
"6956",3,5,"SanNUV",2012,5
"6957",3,5,"SanOCN",2012,2
"6958",3,5,"SanOEC",2012,1
"6959",3,5,"SanPAR",2012,1
"6960",3,5,"SanPCF",2012,2
"6961",3,5,"SanPON",2012,1
"6962",3,5,"SanPRK",2012,1
"6963",3,5,"SanRAN",2012,3
"6964",3,5,"SanRNC",2012,1
"6965",3,5,"SanROL",2012,1
"6966",3,5,"SanSER",2012,1
"6967",3,5,"SanSKL",2012,1
"6968",3,5,"SanSOR",2012,1
"6969",3,5,"SanSOU",2012,3
"6970",3,5,"SanSSI",2012,1
"6971",3,5,"SanSTO",2012,1
"6972",3,5,"SanTAL",2012,2
"6973",3,5,"SanTIR",2012,1
"6974",3,5,"SanTRR",2012,1
"6975",3,5,"SanTRV",2012,1
"6976",3,5,"SanVAL",2012,1
"6977",3,6,"NONE",2012,167
"6978",3,6,"SanADM",2012,1
"6979",3,6,"SanALT",2012,1
"6980",3,6,"SanBAH",2012,1
"6981",3,6,"SanBAL",2012,4
"6982",3,6,"SanBAP",2012,4
"6983",3,6,"SanBAR",2012,4
"6984",3,6,"SanBAT",2012,1
"6985",3,6,"SanCAL",2012,1
"6986",3,6,"SanCAR",2012,2
"6987",3,6,"SanCAS",2012,2
"6988",3,6,"SanCHO",2012,1
"6989",3,6,"SanCLL",2012,2
"6990",3,6,"SanCLN",2012,2
"6991",3,6,"SanCOR",2012,3
"6992",3,6,"SanCRR",2012,2
"6993",3,6,"SanCRT",2012,4
"6994",3,6,"SanDLC",2012,2
"6995",3,6,"SanEAN",2012,3
"6996",3,6,"SanEAS",2012,3
"6997",3,6,"SanELC",2012,1
"6998",3,6,"SanGOL",2012,3
"6999",3,6,"SanGRA",2012,3
"7000",3,6,"SanGRN",2012,1
"7001",3,6,"SanHIL",2012,7
"7002",3,6,"SanIDW",2012,2
"7003",3,6,"SanJAM",2012,2
"7004",3,6,"SanKER",2012,4
"7005",3,6,"SanLAJ",2012,9
"7006",3,6,"SanLIN",2012,1
"7007",3,6,"SanLIT",2012,1
"7008",3,6,"SanLNC",2012,1
"7009",3,6,"SanLOG",2012,2
"7010",3,6,"SanMIR",2012,7
"7011",3,6,"SanMIS",2012,1
"7012",3,6,"SanMON",2012,2
"7013",3,6,"SanMOR",2012,3
"7014",3,6,"SanMSH",2012,2
"7015",3,6,"SanMST",2012,2
"7016",3,6,"SanMTO",2012,1
"7017",3,6,"SanNES",2012,2
"7018",3,6,"SanNOA",2012,1
"7019",3,6,"SanNOR",2012,1
"7020",3,6,"SanNRT",2012,3
"7021",3,6,"SanNUV",2012,3
"7022",3,6,"SanOCN",2012,2
"7023",3,6,"SanOEC",2012,2
"7024",3,6,"SanOKP",2012,3
"7025",3,6,"SanOOL",2012,1
"7026",3,6,"SanPAL",2012,1
"7027",3,6,"SanPAR",2012,2
"7028",3,6,"SanPCF",2012,6
"7029",3,6,"SanPRK",2012,2
"7030",3,6,"SanRAN",2012,2
"7031",3,6,"SanRED",2012,2
"7032",3,6,"SanRID",2012,1
"7033",3,6,"SanRNC",2012,3
"7034",3,6,"SanROL",2012,2
"7035",3,6,"SanSCR",2012,2
"7036",3,6,"SanSER",2012,2
"7037",3,6,"SanSHE",2012,1
"7038",3,6,"SanSHR",2012,2
"7039",3,6,"SanSKL",2012,3
"7040",3,6,"SanSNC",2012,1
"7041",3,6,"SanSNS",2012,3
"7042",3,6,"SanSOR",2012,1
"7043",3,6,"SanSOU",2012,1
"7044",3,6,"SanSSI",2012,4
"7045",3,6,"SanTAL",2012,1
"7046",3,6,"SanTER",2012,1
"7047",3,6,"SanTIR",2012,1
"7048",3,6,"SanTOM",2012,3
"7049",3,6,"SanTOR",2012,1
"7050",3,6,"SanTRV",2012,1
"7051",3,7,"NONE",2012,296
"7052",3,7,"SanALL",2012,4
"7053",3,7,"SanBAP",2012,3
"7054",3,7,"SanBAR",2012,4
"7055",3,7,"SanBAT",2012,7
"7056",3,7,"SanBIR",2012,3
"7057",3,7,"SanCAE",2012,1
"7058",3,7,"SanCAL",2012,6
"7059",3,7,"SanCAR",2012,4
"7060",3,7,"SanCAS",2012,5
"7061",3,7,"SanCHE",2012,4
"7062",3,7,"SanCHL",2012,1
"7063",3,7,"SanCLL",2012,4
"7064",3,7,"SanCLN",2012,2
"7065",3,7,"SanCOE",2012,3
"7066",3,7,"SanCOR",2012,9
"7067",3,7,"SanCRR",2012,2
"7068",3,7,"SanCRT",2012,1
"7069",3,7,"SanDLC",2012,1
"7070",3,7,"SanDLM",2012,1
"7071",3,7,"SanEAN",2012,2
"7072",3,7,"SanEAS",2012,17
"7073",3,7,"SanEGG",2012,2
"7074",3,7,"SanELC",2012,3
"7075",3,7,"SanFAI",2012,1
"7076",3,7,"SanFRM",2012,3
"7077",3,7,"SanGAS",2012,2
"7078",3,7,"SanGOL",2012,6
"7079",3,7,"SanGRA",2012,2
"7080",3,7,"SanGRN",2012,2
"7081",3,7,"SanHAR",2012,1
"7082",3,7,"SanHIL",2012,2
"7083",3,7,"SanHOR",2012,1
"7084",3,7,"SanIDW",2012,5
"7085",3,7,"SanISS",2012,2
"7086",3,7,"SanKER",2012,4
"7087",3,7,"SanLAJ",2012,10
"7088",3,7,"SanLIN",2012,2
"7089",3,7,"SanLIT",2012,1
"7090",3,7,"SanLNC",2012,4
"7091",3,7,"SanLOG",2012,4
"7092",3,7,"SanLOM",2012,3
"7093",3,7,"SanMAR",2012,1
"7094",3,7,"SanMDT",2012,1
"7095",3,7,"SanMIA",2012,3
"7096",3,7,"SanMIR",2012,7
"7097",3,7,"SanMON",2012,3
"7098",3,7,"SanMOR",2012,2
"7099",3,7,"SanMRM",2012,1
"7100",3,7,"SanMSH",2012,1
"7101",3,7,"SanMST",2012,2
"7102",3,7,"SanMTO",2012,1
"7103",3,7,"SanNES",2012,1
"7104",3,7,"SanNOA",2012,5
"7105",3,7,"SanNRM",2012,1
"7106",3,7,"SanNRT",2012,8
"7107",3,7,"SanNUV",2012,6
"7108",3,7,"SanOCN",2012,9
"7109",3,7,"SanOEC",2012,2
"7110",3,7,"SanOKP",2012,2
"7111",3,7,"SanOOL",2012,2
"7112",3,7,"SanOTM",2012,1
"7113",3,7,"SanPAL",2012,1
"7114",3,7,"SanPCF",2012,7
"7115",3,7,"SanPON",2012,5
"7116",3,7,"SanPRK",2012,2
"7117",3,7,"SanRAN",2012,5
"7118",3,7,"SanRED",2012,2
"7119",3,7,"SanRID",2012,1
"7120",3,7,"SanRNC",2012,1
"7121",3,7,"SanROL",2012,1
"7122",3,7,"SanSAB",2012,3
"7123",3,7,"SanSCR",2012,2
"7124",3,7,"SanSER",2012,5
"7125",3,7,"SanSHE",2012,1
"7126",3,7,"SanSHR",2012,2
"7127",3,7,"SanSKL",2012,2
"7128",3,7,"SanSNC",2012,1
"7129",3,7,"SanSNS",2012,9
"7130",3,7,"SanSOR",2012,2
"7131",3,7,"SanSOU",2012,2
"7132",3,7,"SanSSI",2012,6
"7133",3,7,"SanSTH",2012,1
"7134",3,7,"SanTAL",2012,3
"7135",3,7,"SanTER",2012,3
"7136",3,7,"SanTIR",2012,10
"7137",3,7,"SanTOM",2012,5
"7138",3,7,"SanUIN",2012,4
"7139",3,7,"SanVAL",2012,1
"7140",3,8,"NONE",2012,445
"7141",3,8,"SanADM",2012,1
"7142",3,8,"SanALL",2012,3
"7143",3,8,"SanAZL",2012,2
"7144",3,8,"SanBAH",2012,4
"7145",3,8,"SanBAP",2012,2
"7146",3,8,"SanBAR",2012,1
"7147",3,8,"SanBAT",2012,7
"7148",3,8,"SanBIR",2012,4
"7149",3,8,"SanBLA",2012,3
"7150",3,8,"SanBOR",2012,2
"7151",3,8,"SanCAE",2012,1
"7152",3,8,"SanCAL",2012,11
"7153",3,8,"SanCAR",2012,6
"7154",3,8,"SanCAS",2012,7
"7155",3,8,"SanCHE",2012,2
"7156",3,8,"SanCHL",2012,1
"7157",3,8,"SanCLL",2012,2
"7158",3,8,"SanCLN",2012,7
"7159",3,8,"SanCLR",2012,4
"7160",3,8,"SanCOE",2012,5
"7161",3,8,"SanCOR",2012,6
"7162",3,8,"SanCRR",2012,3
"7163",3,8,"SanCRT",2012,5
"7164",3,8,"SanDLC",2012,1
"7165",3,8,"SanDLM",2012,3
"7166",3,8,"SanEAN",2012,5
"7167",3,8,"SanEAS",2012,9
"7168",3,8,"SanEGG",2012,2
"7169",3,8,"SanELC",2012,3
"7170",3,8,"SanFAI",2012,1
"7171",3,8,"SanFRM",2012,2
"7172",3,8,"SanGAS",2012,2
"7173",3,8,"SanGOL",2012,6
"7174",3,8,"SanGRA",2012,7
"7175",3,8,"SanHIL",2012,6
"7176",3,8,"SanHOR",2012,2
"7177",3,8,"SanIDW",2012,8
"7178",3,8,"SanISS",2012,1
"7179",3,8,"SanJAM",2012,3
"7180",3,8,"SanKEN",2012,2
"7181",3,8,"SanKER",2012,5
"7182",3,8,"SanLAJ",2012,12
"7183",3,8,"SanLAK",2012,2
"7184",3,8,"SanLIN",2012,6
"7185",3,8,"SanLIT",2012,3
"7186",3,8,"SanLNC",2012,4
"7187",3,8,"SanLOG",2012,2
"7188",3,8,"SanMAR",2012,2
"7189",3,8,"SanMDT",2012,5
"7190",3,8,"SanMIA",2012,2
"7191",3,8,"SanMIR",2012,17
"7192",3,8,"SanMIS",2012,2
"7193",3,8,"SanMON",2012,3
"7194",3,8,"SanMOR",2012,3
"7195",3,8,"SanMRM",2012,1
"7196",3,8,"SanMSH",2012,3
"7197",3,8,"SanMST",2012,3
"7198",3,8,"SanMTO",2012,4
"7199",3,8,"SanNES",2012,1
"7200",3,8,"SanNOA",2012,2
"7201",3,8,"SanNOR",2012,1
"7202",3,8,"SanNRM",2012,3
"7203",3,8,"SanNRT",2012,9
"7204",3,8,"SanNUV",2012,2
"7205",3,8,"SanOCN",2012,14
"7206",3,8,"SanOKP",2012,9
"7207",3,8,"SanOTM",2012,2
"7208",3,8,"SanPAL",2012,1
"7209",3,8,"SanPAR",2012,3
"7210",3,8,"SanPCF",2012,12
"7211",3,8,"SanPON",2012,5
"7212",3,8,"SanPRK",2012,1
"7213",3,8,"SanRAN",2012,10
"7214",3,8,"SanRED",2012,2
"7215",3,8,"SanRID",2012,1
"7216",3,8,"SanRNC",2012,3
"7217",3,8,"SanROL",2012,4
"7218",3,8,"SanROS",2012,1
"7219",3,8,"SanSAB",2012,1
"7220",3,8,"SanSCR",2012,5
"7221",3,8,"SanSER",2012,8
"7222",3,8,"SanSHR",2012,1
"7223",3,8,"SanSKL",2012,2
"7224",3,8,"SanSNC",2012,3
"7225",3,8,"SanSNS",2012,5
"7226",3,8,"SanSOR",2012,2
"7227",3,8,"SanSSI",2012,5
"7228",3,8,"SanSUN",2012,1
"7229",3,8,"SanTAL",2012,5
"7230",3,8,"SanTER",2012,3
"7231",3,8,"SanTIR",2012,5
"7232",3,8,"SanTOM",2012,4
"7233",3,8,"SanTRV",2012,1
"7234",3,8,"SanUIN",2012,4
"7235",3,8,"SanVAL",2012,4
"7236",3,9,"NONE",2012,369
"7237",3,9,"SanADM",2012,4
"7238",3,9,"SanALL",2012,3
"7239",3,9,"SanBAH",2012,4
"7240",3,9,"SanBAL",2012,1
"7241",3,9,"SanBAP",2012,3
"7242",3,9,"SanBAR",2012,7
"7243",3,9,"SanBAT",2012,10
"7244",3,9,"SanCAL",2012,14
"7245",3,9,"SanCAR",2012,6
"7246",3,9,"SanCAS",2012,1
"7247",3,9,"SanCHO",2012,2
"7248",3,9,"SanCLL",2012,4
"7249",3,9,"SanCLN",2012,1
"7250",3,9,"SanCLR",2012,1
"7251",3,9,"SanCOE",2012,3
"7252",3,9,"SanCOR",2012,4
"7253",3,9,"SanCRR",2012,4
"7254",3,9,"SanCRT",2012,5
"7255",3,9,"SanEAN",2012,4
"7256",3,9,"SanEAS",2012,32
"7257",3,9,"SanEMR",2012,1
"7258",3,9,"SanFAI",2012,1
"7259",3,9,"SanFRM",2012,1
"7260",3,9,"SanGAS",2012,4
"7261",3,9,"SanGOL",2012,2
"7262",3,9,"SanGRA",2012,2
"7263",3,9,"SanGRN",2012,1
"7264",3,9,"SanHAR",2012,2
"7265",3,9,"SanHIL",2012,14
"7266",3,9,"SanIDW",2012,12
"7267",3,9,"SanISS",2012,3
"7268",3,9,"SanJAM",2012,2
"7269",3,9,"SanKEN",2012,2
"7270",3,9,"SanKER",2012,7
"7271",3,9,"SanLAJ",2012,11
