"","dow","hour","nbrhood","year","count"
"1",0,0,"NONE",2012,784
"2",0,0,"SanADM",2012,4
"3",0,0,"SanALL",2012,4
"4",0,0,"SanAZL",2012,2
"5",0,0,"SanBAH",2012,2
"6",0,0,"SanBAP",2012,7
"7",0,0,"SanBAR",2012,2
"8",0,0,"SanBAT",2012,8
"9",0,0,"SanBIR",2012,4
"10",0,0,"SanBLA",2012,4
"11",0,0,"SanCAE",2012,2
"12",0,0,"SanCAL",2012,12
"13",0,0,"SanCAR",2012,11
"14",0,0,"SanCAS",2012,4
"15",0,0,"SanCHE",2012,4
"16",0,0,"SanCHL",2012,3
"17",0,0,"SanCHO",2012,1
"18",0,0,"SanCLL",2012,16
"19",0,0,"SanCLN",2012,7
"20",0,0,"SanCOE",2012,13
"21",0,0,"SanCOR",2012,14
"22",0,0,"SanCRR",2012,7
"23",0,0,"SanCRT",2012,6
"24",0,0,"SanDLC",2012,4
"25",0,0,"SanDLM",2012,5
"26",0,0,"SanEAN",2012,6
"27",0,0,"SanEAS",2012,24
"28",0,0,"SanEGG",2012,3
"29",0,0,"SanELC",2012,6
"30",0,0,"SanFRM",2012,3
"31",0,0,"SanGAS",2012,39
"32",0,0,"SanGOL",2012,3
"33",0,0,"SanGRA",2012,10
"34",0,0,"SanGRN",2012,5
"35",0,0,"SanHIL",2012,15
"36",0,0,"SanHOR",2012,2
"37",0,0,"SanIDW",2012,6
"38",0,0,"SanISS",2012,7
"39",0,0,"SanJAM",2012,2
"40",0,0,"SanKEN",2012,4
"41",0,0,"SanKER",2012,9
"42",0,0,"SanLAJ",2012,14
"43",0,0,"SanLAK",2012,7
"44",0,0,"SanLIN",2012,11
"45",0,0,"SanLIT",2012,2
"46",0,0,"SanLOG",2012,11
"47",0,0,"SanLOM",2012,1
"48",0,0,"SanMAR",2012,8
"49",0,0,"SanMDT",2012,5
"50",0,0,"SanMIA",2012,3
"51",0,0,"SanMIR",2012,26
"52",0,0,"SanMIS",2012,7
"53",0,0,"SanMON",2012,8
"54",0,0,"SanMOR",2012,5
"55",0,0,"SanMRM",2012,3
"56",0,0,"SanMSH",2012,11
"57",0,0,"SanMST",2012,4
"58",0,0,"SanMTO",2012,1
"59",0,0,"SanNES",2012,2
"60",0,0,"SanNOA",2012,9
"61",0,0,"SanNRM",2012,7
"62",0,0,"SanNRT",2012,28
"63",0,0,"SanNUV",2012,9
"64",0,0,"SanOCN",2012,18
"65",0,0,"SanOEC",2012,3
"66",0,0,"SanOKP",2012,4
"67",0,0,"SanOOL",2012,7
"68",0,0,"SanOTM",2012,2
"69",0,0,"SanPAL",2012,3
"70",0,0,"SanPAR",2012,9
"71",0,0,"SanPCF",2012,74
"72",0,0,"SanPET",2012,3
"73",0,0,"SanPON",2012,9
"74",0,0,"SanPRK",2012,3
"75",0,0,"SanRAN",2012,11
"76",0,0,"SanRAO",2012,1
"77",0,0,"SanRED",2012,3
"78",0,0,"SanRID",2012,2
"79",0,0,"SanRNC",2012,7
"80",0,0,"SanROL",2012,8
"81",0,0,"SanROS",2012,2
"82",0,0,"SanSAB",2012,4
"83",0,0,"SanSCR",2012,6
"84",0,0,"SanSER",2012,6
"85",0,0,"SanSHE",2012,1
"86",0,0,"SanSHR",2012,3
"87",0,0,"SanSKL",2012,4
"88",0,0,"SanSNC",2012,4
"89",0,0,"SanSNS",2012,6
"90",0,0,"SanSOR",2012,4
"91",0,0,"SanSOU",2012,2
"92",0,0,"SanSSI",2012,7
"93",0,0,"SanSTH",2012,2
"94",0,0,"SanSUN",2012,1
"95",0,0,"SanTAL",2012,2
"96",0,0,"SanTER",2012,6
"97",0,0,"SanTIR",2012,6
"98",0,0,"SanTOM",2012,6
"99",0,0,"SanTRL",2012,7
"100",0,0,"SanTRR",2012,1
"101",0,0,"SanUIN",2012,14
"102",0,0,"SanVAL",2012,5
"103",0,1,"NONE",2012,629
"104",0,1,"SanADM",2012,2
"105",0,1,"SanALL",2012,4
"106",0,1,"SanAZL",2012,2
"107",0,1,"SanBAH",2012,2
"108",0,1,"SanBAL",2012,1
"109",0,1,"SanBAP",2012,9
"110",0,1,"SanBAR",2012,2
"111",0,1,"SanBAT",2012,7
"112",0,1,"SanBIR",2012,3
"113",0,1,"SanBLA",2012,1
"114",0,1,"SanBOR",2012,2
"115",0,1,"SanBUR",2012,1
"116",0,1,"SanCAE",2012,1
"117",0,1,"SanCAL",2012,2
"118",0,1,"SanCAR",2012,3
"119",0,1,"SanCAS",2012,2
"120",0,1,"SanCHE",2012,2
"121",0,1,"SanCHL",2012,3
"122",0,1,"SanCHO",2012,1
"123",0,1,"SanCLL",2012,8
"124",0,1,"SanCLN",2012,6
"125",0,1,"SanCLR",2012,4
"126",0,1,"SanCOE",2012,14
"127",0,1,"SanCOR",2012,19
"128",0,1,"SanCRR",2012,5
"129",0,1,"SanCRT",2012,3
"130",0,1,"SanDLC",2012,1
"131",0,1,"SanDLM",2012,2
"132",0,1,"SanEAN",2012,1
"133",0,1,"SanEAS",2012,28
"134",0,1,"SanEGG",2012,2
"135",0,1,"SanELC",2012,2
"136",0,1,"SanEMR",2012,1
"137",0,1,"SanFAI",2012,2
"138",0,1,"SanFOX",2012,1
"139",0,1,"SanFRM",2012,4
"140",0,1,"SanGAS",2012,68
"141",0,1,"SanGOL",2012,2
"142",0,1,"SanGRA",2012,4
"143",0,1,"SanGRN",2012,4
"144",0,1,"SanHIL",2012,20
"145",0,1,"SanHOR",2012,2
"146",0,1,"SanIDW",2012,10
"147",0,1,"SanISS",2012,2
"148",0,1,"SanJAM",2012,2
"149",0,1,"SanKEN",2012,3
"150",0,1,"SanKER",2012,2
"151",0,1,"SanLAJ",2012,11
"152",0,1,"SanLAK",2012,2
"153",0,1,"SanLIN",2012,6
"154",0,1,"SanLIT",2012,7
"155",0,1,"SanLNC",2012,3
"156",0,1,"SanLOG",2012,10
"157",0,1,"SanMAR",2012,8
"158",0,1,"SanMDT",2012,4
"159",0,1,"SanMIA",2012,5
"160",0,1,"SanMIR",2012,11
"161",0,1,"SanMIS",2012,6
"162",0,1,"SanMON",2012,3
"163",0,1,"SanMOR",2012,8
"164",0,1,"SanMSH",2012,7
"165",0,1,"SanMST",2012,1
"166",0,1,"SanMTO",2012,3
"167",0,1,"SanNES",2012,1
"168",0,1,"SanNOA",2012,1
"169",0,1,"SanNOR",2012,1
"170",0,1,"SanNRM",2012,1
"171",0,1,"SanNRT",2012,34
"172",0,1,"SanNUV",2012,11
"173",0,1,"SanOCN",2012,11
"174",0,1,"SanOEC",2012,1
"175",0,1,"SanOKP",2012,7
"176",0,1,"SanOOL",2012,1
"177",0,1,"SanOTM",2012,2
"178",0,1,"SanPAR",2012,3
"179",0,1,"SanPCF",2012,63
"180",0,1,"SanPET",2012,1
"181",0,1,"SanPON",2012,6
"182",0,1,"SanPRK",2012,3
"183",0,1,"SanRAN",2012,3
"184",0,1,"SanRED",2012,2
"185",0,1,"SanRID",2012,4
"186",0,1,"SanRNC",2012,7
"187",0,1,"SanROL",2012,10
"188",0,1,"SanROS",2012,2
"189",0,1,"SanSAB",2012,2
"190",0,1,"SanSCR",2012,1
"191",0,1,"SanSER",2012,4
"192",0,1,"SanSHE",2012,1
"193",0,1,"SanSKL",2012,4
"194",0,1,"SanSNC",2012,1
"195",0,1,"SanSNS",2012,1
"196",0,1,"SanSOR",2012,1
"197",0,1,"SanSOU",2012,3
"198",0,1,"SanSSI",2012,5
"199",0,1,"SanSTH",2012,3
"200",0,1,"SanSTO",2012,4
"201",0,1,"SanTAL",2012,2
"202",0,1,"SanTER",2012,1
"203",0,1,"SanTIR",2012,2
"204",0,1,"SanTOM",2012,7
"205",0,1,"SanTOR",2012,2
"206",0,1,"SanTRL",2012,1
"207",0,1,"SanTRR",2012,2
"208",0,1,"SanUIN",2012,6
"209",0,1,"SanVAL",2012,6
"210",0,2,"NONE",2012,487
"211",0,2,"SanADM",2012,2
"212",0,2,"SanALL",2012,1
"213",0,2,"SanALT",2012,1
"214",0,2,"SanAZL",2012,2
"215",0,2,"SanBAP",2012,3
"216",0,2,"SanBAR",2012,6
"217",0,2,"SanBAT",2012,2
"218",0,2,"SanBLA",2012,1
"219",0,2,"SanBOR",2012,5
"220",0,2,"SanCAE",2012,2
"221",0,2,"SanCAL",2012,9
"222",0,2,"SanCAR",2012,5
"223",0,2,"SanCAS",2012,4
"224",0,2,"SanCHE",2012,2
"225",0,2,"SanCHL",2012,2
"226",0,2,"SanCHO",2012,1
"227",0,2,"SanCLL",2012,10
"228",0,2,"SanCLN",2012,6
"229",0,2,"SanCLR",2012,1
"230",0,2,"SanCOE",2012,5
"231",0,2,"SanCOR",2012,14
"232",0,2,"SanCRR",2012,4
"233",0,2,"SanCRT",2012,6
"234",0,2,"SanDLC",2012,1
"235",0,2,"SanEAN",2012,2
"236",0,2,"SanEAS",2012,28
"237",0,2,"SanELC",2012,4
"238",0,2,"SanFAI",2012,2
"239",0,2,"SanFRM",2012,3
"240",0,2,"SanGAS",2012,41
"241",0,2,"SanGOL",2012,2
"242",0,2,"SanGRA",2012,3
"243",0,2,"SanHIL",2012,22
"244",0,2,"SanHOR",2012,2
"245",0,2,"SanIDW",2012,10
"246",0,2,"SanISS",2012,5
"247",0,2,"SanJAM",2012,3
"248",0,2,"SanKEN",2012,3
"249",0,2,"SanKER",2012,4
"250",0,2,"SanLAJ",2012,6
"251",0,2,"SanLAK",2012,1
"252",0,2,"SanLAP",2012,1
"253",0,2,"SanLIN",2012,5
"254",0,2,"SanLIT",2012,1
"255",0,2,"SanLNC",2012,4
"256",0,2,"SanLOG",2012,7
"257",0,2,"SanLOM",2012,1
"258",0,2,"SanMAR",2012,5
"259",0,2,"SanMDT",2012,4
"260",0,2,"SanMIA",2012,2
"261",0,2,"SanMIR",2012,12
"262",0,2,"SanMIS",2012,8
"263",0,2,"SanMON",2012,2
"264",0,2,"SanMRM",2012,1
"265",0,2,"SanMSH",2012,4
"266",0,2,"SanMST",2012,6
"267",0,2,"SanMTO",2012,1
"268",0,2,"SanNES",2012,4
"269",0,2,"SanNOA",2012,2
"270",0,2,"SanNRM",2012,6
"271",0,2,"SanNRT",2012,19
"272",0,2,"SanNUV",2012,2
"273",0,2,"SanOCN",2012,16
"274",0,2,"SanOKP",2012,1
"275",0,2,"SanOOL",2012,2
"276",0,2,"SanPAR",2012,2
"277",0,2,"SanPCF",2012,57
"278",0,2,"SanPON",2012,2
"279",0,2,"SanPRK",2012,2
"280",0,2,"SanRAN",2012,6
"281",0,2,"SanRED",2012,5
"282",0,2,"SanRID",2012,1
"283",0,2,"SanRNC",2012,1
"284",0,2,"SanROL",2012,8
"285",0,2,"SanROS",2012,5
"286",0,2,"SanSCR",2012,2
"287",0,2,"SanSER",2012,4
"288",0,2,"SanSNC",2012,2
"289",0,2,"SanSNS",2012,2
"290",0,2,"SanSOR",2012,1
"291",0,2,"SanSOU",2012,8
"292",0,2,"SanSSI",2012,3
"293",0,2,"SanSTH",2012,1
"294",0,2,"SanSTO",2012,1
"295",0,2,"SanSUN",2012,1
"296",0,2,"SanTAL",2012,6
"297",0,2,"SanTER",2012,5
"298",0,2,"SanTIR",2012,1
"299",0,2,"SanTOM",2012,2
"300",0,2,"SanTRL",2012,2
"301",0,2,"SanUIN",2012,11
"302",0,2,"SanVAL",2012,2
"303",0,3,"NONE",2012,250
"304",0,3,"SanAZL",2012,3
"305",0,3,"SanBAH",2012,5
"306",0,3,"SanBAP",2012,1
"307",0,3,"SanBAR",2012,4
"308",0,3,"SanBIR",2012,2
"309",0,3,"SanBOR",2012,3
"310",0,3,"SanCAE",2012,1
"311",0,3,"SanCAL",2012,2
"312",0,3,"SanCAR",2012,2
"313",0,3,"SanCAS",2012,1
"314",0,3,"SanCHE",2012,4
"315",0,3,"SanCHL",2012,2
"316",0,3,"SanCHO",2012,1
"317",0,3,"SanCLL",2012,4
"318",0,3,"SanCLN",2012,4
"319",0,3,"SanCOE",2012,11
"320",0,3,"SanCOR",2012,3
"321",0,3,"SanCRR",2012,4
"322",0,3,"SanCRT",2012,2
"323",0,3,"SanDLC",2012,1
"324",0,3,"SanEAN",2012,4
"325",0,3,"SanEAS",2012,22
"326",0,3,"SanELC",2012,2
"327",0,3,"SanGAS",2012,9
"328",0,3,"SanGRA",2012,1
"329",0,3,"SanHIL",2012,14
"330",0,3,"SanIDW",2012,2
"331",0,3,"SanISS",2012,1
"332",0,3,"SanJAM",2012,1
"333",0,3,"SanKER",2012,5
"334",0,3,"SanLAJ",2012,4
"335",0,3,"SanLAK",2012,1
"336",0,3,"SanLIN",2012,3
"337",0,3,"SanLIT",2012,1
"338",0,3,"SanLNC",2012,3
"339",0,3,"SanLOG",2012,2
"340",0,3,"SanLOM",2012,2
"341",0,3,"SanMAR",2012,3
"342",0,3,"SanMDT",2012,2
"343",0,3,"SanMIA",2012,3
"344",0,3,"SanMIR",2012,5
"345",0,3,"SanMIS",2012,3
"346",0,3,"SanMON",2012,2
"347",0,3,"SanMOR",2012,2
"348",0,3,"SanMRM",2012,1
"349",0,3,"SanMSB",2012,1
"350",0,3,"SanMSH",2012,1
"351",0,3,"SanMST",2012,2
"352",0,3,"SanMTO",2012,1
"353",0,3,"SanNOA",2012,2
"354",0,3,"SanNRM",2012,5
"355",0,3,"SanNRT",2012,6
"356",0,3,"SanNUV",2012,3
"357",0,3,"SanOCN",2012,8
"358",0,3,"SanOEC",2012,2
"359",0,3,"SanOKP",2012,4
"360",0,3,"SanOTM",2012,1
"361",0,3,"SanPAR",2012,2
"362",0,3,"SanPCF",2012,18
"363",0,3,"SanPET",2012,1
"364",0,3,"SanPON",2012,3
"365",0,3,"SanRAN",2012,2
"366",0,3,"SanRED",2012,4
"367",0,3,"SanRID",2012,1
"368",0,3,"SanRNC",2012,3
"369",0,3,"SanROL",2012,4
"370",0,3,"SanROS",2012,1
"371",0,3,"SanSAB",2012,1
"372",0,3,"SanSCR",2012,3
"373",0,3,"SanSER",2012,4
"374",0,3,"SanSHE",2012,2
"375",0,3,"SanSHR",2012,2
"376",0,3,"SanSKL",2012,2
"377",0,3,"SanSNC",2012,1
"378",0,3,"SanSNS",2012,8
"379",0,3,"SanSOR",2012,3
"380",0,3,"SanSOU",2012,1
"381",0,3,"SanSTO",2012,2
"382",0,3,"SanSUN",2012,1
"383",0,3,"SanTAL",2012,3
"384",0,3,"SanTIR",2012,3
"385",0,3,"SanTOM",2012,9
"386",0,3,"SanTRL",2012,1
"387",0,3,"SanTRR",2012,1
"388",0,3,"SanUIN",2012,3
"389",0,3,"SanVAL",2012,3
"390",0,4,"NONE",2012,200
"391",0,4,"SanAZL",2012,1
"392",0,4,"SanBAH",2012,2
"393",0,4,"SanBAP",2012,5
"394",0,4,"SanBAR",2012,1
"395",0,4,"SanBAT",2012,2
"396",0,4,"SanBLA",2012,1
"397",0,4,"SanBOR",2012,8
"398",0,4,"SanCAE",2012,2
"399",0,4,"SanCAL",2012,2
"400",0,4,"SanCAR",2012,2
"401",0,4,"SanCAS",2012,2
"402",0,4,"SanCHE",2012,1
"403",0,4,"SanCHO",2012,1
"404",0,4,"SanCLL",2012,2
"405",0,4,"SanCLN",2012,1
"406",0,4,"SanCLR",2012,1
"407",0,4,"SanCOE",2012,3
"408",0,4,"SanCOR",2012,6
"409",0,4,"SanCRR",2012,1
"410",0,4,"SanCRT",2012,4
"411",0,4,"SanDLC",2012,5
"412",0,4,"SanEAN",2012,4
"413",0,4,"SanEAS",2012,8
"414",0,4,"SanELC",2012,1
"415",0,4,"SanEMR",2012,1
"416",0,4,"SanFRM",2012,1
"417",0,4,"SanGAS",2012,2
"418",0,4,"SanGOL",2012,3
"419",0,4,"SanGRA",2012,3
"420",0,4,"SanHIL",2012,3
"421",0,4,"SanISS",2012,1
"422",0,4,"SanJAM",2012,1
"423",0,4,"SanKER",2012,2
"424",0,4,"SanLAJ",2012,8
"425",0,4,"SanLAK",2012,2
"426",0,4,"SanLIN",2012,1
"427",0,4,"SanLIT",2012,1
"428",0,4,"SanLNC",2012,1
"429",0,4,"SanMAR",2012,1
"430",0,4,"SanMIA",2012,1
"431",0,4,"SanMIR",2012,4
"432",0,4,"SanMOR",2012,3
"433",0,4,"SanMSH",2012,2
"434",0,4,"SanMST",2012,3
"435",0,4,"SanNES",2012,1
"436",0,4,"SanNOA",2012,4
"437",0,4,"SanNRM",2012,1
"438",0,4,"SanNRT",2012,4
"439",0,4,"SanNUV",2012,4
"440",0,4,"SanOCN",2012,5
"441",0,4,"SanOKP",2012,1
"442",0,4,"SanOTM",2012,1
"443",0,4,"SanPAL",2012,1
"444",0,4,"SanPAR",2012,1
"445",0,4,"SanPCF",2012,15
"446",0,4,"SanPET",2012,1
"447",0,4,"SanPON",2012,1
"448",0,4,"SanPRK",2012,1
"449",0,4,"SanRAN",2012,3
"450",0,4,"SanRED",2012,1
"451",0,4,"SanRID",2012,1
"452",0,4,"SanRNC",2012,1
"453",0,4,"SanSER",2012,3
"454",0,4,"SanSNS",2012,11
"455",0,4,"SanSOU",2012,1
"456",0,4,"SanSSI",2012,1
"457",0,4,"SanSTH",2012,1
"458",0,4,"SanSTO",2012,1
"459",0,4,"SanSUN",2012,1
"460",0,4,"SanTAL",2012,2
"461",0,4,"SanTOM",2012,5
"462",0,4,"SanTRL",2012,1
"463",0,4,"SanTRR",2012,2
"464",0,4,"SanUIN",2012,2
"465",0,4,"SanVAL",2012,1
"466",0,5,"NONE",2012,155
"467",0,5,"SanADM",2012,2
"468",0,5,"SanAZL",2012,2
"469",0,5,"SanBAH",2012,1
"470",0,5,"SanBAP",2012,3
"471",0,5,"SanBAR",2012,1
"472",0,5,"SanBAT",2012,1
"473",0,5,"SanBIR",2012,1
"474",0,5,"SanBOR",2012,5
"475",0,5,"SanCAL",2012,1
"476",0,5,"SanCAR",2012,1
"477",0,5,"SanCHE",2012,1
"478",0,5,"SanCHL",2012,1
"479",0,5,"SanCLL",2012,2
"480",0,5,"SanCLN",2012,1
"481",0,5,"SanCOR",2012,2
"482",0,5,"SanCRR",2012,1
"483",0,5,"SanCRT",2012,1
"484",0,5,"SanDLC",2012,1
"485",0,5,"SanDLM",2012,1
"486",0,5,"SanEAN",2012,1
"487",0,5,"SanEAS",2012,2
"488",0,5,"SanEGG",2012,2
"489",0,5,"SanGAS",2012,1
"490",0,5,"SanGRA",2012,1
"491",0,5,"SanHIL",2012,1
"492",0,5,"SanIDW",2012,2
"493",0,5,"SanISS",2012,1
"494",0,5,"SanKER",2012,1
"495",0,5,"SanLAJ",2012,1
"496",0,5,"SanLAK",2012,1
"497",0,5,"SanLIN",2012,1
"498",0,5,"SanLIT",2012,4
"499",0,5,"SanMIA",2012,1
"500",0,5,"SanMIR",2012,1
"501",0,5,"SanMON",2012,1
"502",0,5,"SanMSH",2012,4
"503",0,5,"SanNES",2012,3
"504",0,5,"SanNOA",2012,2
"505",0,5,"SanNRM",2012,1
"506",0,5,"SanNRT",2012,7
"507",0,5,"SanNUV",2012,3
"508",0,5,"SanOCN",2012,8
"509",0,5,"SanOKP",2012,1
"510",0,5,"SanPAL",2012,1
"511",0,5,"SanPCF",2012,8
"512",0,5,"SanPON",2012,2
"513",0,5,"SanPRK",2012,1
"514",0,5,"SanRAN",2012,2
"515",0,5,"SanRED",2012,1
"516",0,5,"SanRNC",2012,1
"517",0,5,"SanROL",2012,3
"518",0,5,"SanSCR",2012,1
"519",0,5,"SanSER",2012,1
"520",0,5,"SanSHE",2012,1
"521",0,5,"SanSNS",2012,5
"522",0,5,"SanSOR",2012,1
"523",0,5,"SanSSI",2012,2
"524",0,5,"SanSTH",2012,2
"525",0,5,"SanSWA",2012,1
"526",0,5,"SanTAL",2012,1
"527",0,5,"SanTER",2012,1
"528",0,5,"SanTIR",2012,1
"529",0,5,"SanTOM",2012,4
"530",0,5,"SanTOR",2012,1
"531",0,5,"SanTRL",2012,1
"532",0,5,"SanUIN",2012,2
"533",0,5,"SanWOD",2012,1
"534",0,6,"NONE",2012,110
"535",0,6,"SanBAH",2012,1
"536",0,6,"SanBAR",2012,2
"537",0,6,"SanBAT",2012,5
"538",0,6,"SanBIR",2012,1
"539",0,6,"SanBOR",2012,1
"540",0,6,"SanCAL",2012,2
"541",0,6,"SanCAR",2012,2
"542",0,6,"SanCAS",2012,1
"543",0,6,"SanCHE",2012,1
"544",0,6,"SanCLL",2012,1
"545",0,6,"SanCOE",2012,1
"546",0,6,"SanCOR",2012,1
"547",0,6,"SanDLC",2012,1
"548",0,6,"SanELC",2012,2
"549",0,6,"SanEMR",2012,1
"550",0,6,"SanGAS",2012,2
"551",0,6,"SanGOL",2012,1
"552",0,6,"SanGRA",2012,2
"553",0,6,"SanGRN",2012,2
"554",0,6,"SanIDW",2012,1
"555",0,6,"SanISS",2012,1
"556",0,6,"SanKEN",2012,2
"557",0,6,"SanKER",2012,3
"558",0,6,"SanLAK",2012,2
"559",0,6,"SanLOG",2012,1
"560",0,6,"SanMIA",2012,1
"561",0,6,"SanMIR",2012,2
"562",0,6,"SanMIS",2012,1
"563",0,6,"SanMOR",2012,3
"564",0,6,"SanMSH",2012,1
"565",0,6,"SanMST",2012,2
"566",0,6,"SanNES",2012,1
"567",0,6,"SanNOA",2012,1
"568",0,6,"SanNRT",2012,10
"569",0,6,"SanNUV",2012,1
"570",0,6,"SanOCN",2012,1
"571",0,6,"SanPAR",2012,1
"572",0,6,"SanPCF",2012,4
"573",0,6,"SanPON",2012,1
"574",0,6,"SanPRK",2012,1
"575",0,6,"SanRAN",2012,1
"576",0,6,"SanRED",2012,2
"577",0,6,"SanRID",2012,1
"578",0,6,"SanRNC",2012,2
"579",0,6,"SanROL",2012,4
"580",0,6,"SanSCR",2012,1
"581",0,6,"SanSER",2012,5
"582",0,6,"SanSNS",2012,2
"583",0,6,"SanSSI",2012,1
"584",0,6,"SanSTO",2012,1
"585",0,6,"SanSWA",2012,2
"586",0,6,"SanTAL",2012,1
"587",0,6,"SanTER",2012,1
"588",0,6,"SanTOM",2012,1
"589",0,6,"SanUIN",2012,1
"590",0,7,"NONE",2012,159
"591",0,7,"SanADM",2012,1
"592",0,7,"SanALL",2012,3
"593",0,7,"SanAZL",2012,1
"594",0,7,"SanBAH",2012,1
"595",0,7,"SanBAP",2012,2
"596",0,7,"SanBAR",2012,1
"597",0,7,"SanBAT",2012,3
"598",0,7,"SanBOR",2012,3
"599",0,7,"SanCAE",2012,1
"600",0,7,"SanCAL",2012,3
"601",0,7,"SanCAR",2012,2
"602",0,7,"SanCAS",2012,2
"603",0,7,"SanCHE",2012,3
"604",0,7,"SanCLL",2012,2
"605",0,7,"SanCLN",2012,2
"606",0,7,"SanCLR",2012,1
"607",0,7,"SanCOE",2012,3
"608",0,7,"SanCOR",2012,4
"609",0,7,"SanCRR",2012,3
"610",0,7,"SanCRT",2012,1
"611",0,7,"SanEAN",2012,2
"612",0,7,"SanEAS",2012,3
"613",0,7,"SanEMR",2012,1
"614",0,7,"SanFRM",2012,1
"615",0,7,"SanGAS",2012,1
"616",0,7,"SanGOL",2012,1
"617",0,7,"SanGRA",2012,1
"618",0,7,"SanGRN",2012,1
"619",0,7,"SanHIL",2012,5
"620",0,7,"SanIDW",2012,3
"621",0,7,"SanISS",2012,3
"622",0,7,"SanJAM",2012,1
"623",0,7,"SanKER",2012,2
"624",0,7,"SanLAJ",2012,11
"625",0,7,"SanLAK",2012,1
"626",0,7,"SanLIN",2012,1
"627",0,7,"SanLOG",2012,5
"628",0,7,"SanMAR",2012,3
"629",0,7,"SanMDT",2012,1
"630",0,7,"SanMIR",2012,2
"631",0,7,"SanMIS",2012,1
"632",0,7,"SanMOR",2012,2
"633",0,7,"SanMRM",2012,1
"634",0,7,"SanMST",2012,1
"635",0,7,"SanMTO",2012,1
"636",0,7,"SanNES",2012,2
"637",0,7,"SanNOA",2012,1
"638",0,7,"SanNRM",2012,1
"639",0,7,"SanNRT",2012,6
"640",0,7,"SanNUV",2012,2
"641",0,7,"SanOCN",2012,3
"642",0,7,"SanOTM",2012,3
"643",0,7,"SanPAR",2012,1
"644",0,7,"SanPCF",2012,9
"645",0,7,"SanPON",2012,2
"646",0,7,"SanRAN",2012,1
"647",0,7,"SanRID",2012,1
"648",0,7,"SanRNC",2012,1
"649",0,7,"SanROL",2012,1
"650",0,7,"SanSAB",2012,1
"651",0,7,"SanSCR",2012,1
"652",0,7,"SanSER",2012,3
"653",0,7,"SanSHR",2012,2
"654",0,7,"SanSKL",2012,1
"655",0,7,"SanSNS",2012,5
"656",0,7,"SanSOR",2012,2
"657",0,7,"SanSOU",2012,1
"658",0,7,"SanSSI",2012,3
"659",0,7,"SanSTO",2012,1
"660",0,7,"SanTAL",2012,3
"661",0,7,"SanTER",2012,1
"662",0,7,"SanTIR",2012,1
"663",0,7,"SanTOM",2012,1
"664",0,7,"SanUIN",2012,1
"665",0,7,"SanVAL",2012,3
"666",0,8,"NONE",2012,321
"667",0,8,"SanADM",2012,1
"668",0,8,"SanALL",2012,3
"669",0,8,"SanAZL",2012,1
"670",0,8,"SanBAL",2012,1
"671",0,8,"SanBAP",2012,4
"672",0,8,"SanBAR",2012,1
"673",0,8,"SanBAT",2012,3
"674",0,8,"SanBIR",2012,1
"675",0,8,"SanBLA",2012,1
"676",0,8,"SanCAE",2012,1
"677",0,8,"SanCAL",2012,4
"678",0,8,"SanCAR",2012,4
"679",0,8,"SanCHE",2012,1
"680",0,8,"SanCHL",2012,2
"681",0,8,"SanCLN",2012,4
"682",0,8,"SanCOE",2012,4
"683",0,8,"SanCOR",2012,4
"684",0,8,"SanCRR",2012,7
"685",0,8,"SanDLM",2012,1
"686",0,8,"SanEAN",2012,3
"687",0,8,"SanEAS",2012,4
"688",0,8,"SanEGG",2012,1
"689",0,8,"SanEMR",2012,1
"690",0,8,"SanFRM",2012,1
"691",0,8,"SanGAS",2012,2
"692",0,8,"SanGOL",2012,2
"693",0,8,"SanGRA",2012,1
"694",0,8,"SanGRN",2012,1
"695",0,8,"SanHIL",2012,8
"696",0,8,"SanIDW",2012,8
"697",0,8,"SanISS",2012,1
"698",0,8,"SanJAM",2012,2
"699",0,8,"SanKER",2012,1
"700",0,8,"SanLAJ",2012,11
"701",0,8,"SanLIN",2012,7
"702",0,8,"SanLIT",2012,1
"703",0,8,"SanLNC",2012,2
"704",0,8,"SanLOG",2012,4
"705",0,8,"SanMAR",2012,4
"706",0,8,"SanMDT",2012,3
"707",0,8,"SanMIA",2012,3
"708",0,8,"SanMIR",2012,6
"709",0,8,"SanMIS",2012,1
"710",0,8,"SanMON",2012,1
"711",0,8,"SanMOR",2012,1
"712",0,8,"SanMRM",2012,3
"713",0,8,"SanMSH",2012,1
"714",0,8,"SanMST",2012,4
"715",0,8,"SanMTO",2012,1
"716",0,8,"SanNES",2012,2
"717",0,8,"SanNRM",2012,1
"718",0,8,"SanNRT",2012,12
"719",0,8,"SanNUV",2012,3
"720",0,8,"SanOCN",2012,12
"721",0,8,"SanOEC",2012,1
"722",0,8,"SanOKP",2012,2
"723",0,8,"SanOTM",2012,1
"724",0,8,"SanPAL",2012,1
"725",0,8,"SanPAR",2012,4
"726",0,8,"SanPCF",2012,18
"727",0,8,"SanPON",2012,5
"728",0,8,"SanPRK",2012,2
"729",0,8,"SanRAN",2012,5
"730",0,8,"SanRED",2012,1
"731",0,8,"SanRID",2012,1
"732",0,8,"SanRNC",2012,1
"733",0,8,"SanROL",2012,2
"734",0,8,"SanSAN",2012,1
"735",0,8,"SanSCR",2012,1
"736",0,8,"SanSER",2012,1
"737",0,8,"SanSHR",2012,2
"738",0,8,"SanSKL",2012,1
"739",0,8,"SanSNC",2012,1
"740",0,8,"SanSNS",2012,2
"741",0,8,"SanSOR",2012,2
"742",0,8,"SanSSI",2012,5
